"loc_id","latitude","longitude","Prov","region"
"L19349",52.46495,-113.7365,"AB","PR"
"L467270",45.89894,-64.36426,"NB","AT"
"L619859",49.21304,-123.0309,"BC","BC"
"L800311",48.43881,-123.4026,"BC","BC"
"L811768",49.2529,-122.7782,"BC","BC"
"L788357",45.40143,-76.59944,"ON","ON"
"L809214",51.56384,-121.0541,"BC","BC"
"L807408",48.80458,-123.6244,"BC","BC"
"L980950",44.36533,-80.24951,"ON","ON"
"L803464",43.55813,-80.0457,"ON","ON"
"L797700",42.91435,-79.61799,"ON","ON"
"L801765",46.63094,-84.29609,"ON","ON"
"L980951",45.33249,-79.23728,"ON","ON"
"L980952",42.7664,-80.58305,"ON","ON"
"L803461",45.25024,-79.80537,"ON","ON"
"L814435",43.72414,-79.76009,"ON","ON"
"L804979",43.46268,-80.53175,"ON","ON"
"L808499",49.97118,-97.0876,"MB","PR"
"L799157",43.13066,-79.19929,"ON","ON"
"L980953",49.3857,-98.58302,"MB","PR"
"L804801",43.41338,-80.54237,"ON","ON"
"L801284",43.43108,-80.45426,"ON","ON"
"L807797",45.02592,-73.93846,"QC","QC"
"L796868",43.88176,-79.23798,"ON","ON"
"L862708",43.51901,-80.24353,"ON","ON"
"L800617",49.29249,-123.1349,"BC","BC"
"L860747",42.88131,-80.04406,"ON","ON"
"L800321",51.00214,-112.132,"AB","PR"
"L802323",43.04136,-81.21409,"ON","ON"
"L802882",42.79858,-80.20788,"ON","ON"
"L802458",43.0359,-81.2281,"ON","ON"
"L805093",44.74259,-79.00801,"ON","ON"
"L807541",43.70784,-79.29468,"ON","ON"
"L980955",44.32556,-78.88527,"ON","ON"
"L980956",51.7969,-114.6325,"AB","PR"
"L980957",42.95254,-81.3362,"ON","ON"
"L796466",43.648,-80.16355,"ON","ON"
"L835453",43.14257,-80.27103,"ON","ON"
"L805280",47.5141,-52.93053,"NL","AT"
"L797668",44.46807,-79.74385,"ON","ON"
"L804821",50.88056,-119.3199,"BC","BC"
"L800902",50.67587,-120.2837,"BC","BC"
"L801943",43.30135,-81.77613,"ON","ON"
"L796545",45.31039,-75.82656,"ON","ON"
"L980958",44.26789,-79.71817,"ON","ON"
"L808797",42.97962,-81.27729,"ON","ON"
"L796446",45.42342,-75.77102,"QC","QC"
"L807803",42.25393,-83.01815,"ON","ON"
"L804980",46.01208,-64.10898,"NB","AT"
"L980959",46.49021,-64.86005,"NB","AT"
"L797636",42.86629,-80.17699,"ON","ON"
"L801119",51.25856,-119.8074,"BC","BC"
"L801300",49.04255,-122.3499,"BC","BC"
"L980960",45.16625,-75.65039,"ON","ON"
"L797750",53.73135,-114.273,"AB","PR"
"L801759",45.39091,-75.80409,"QC","QC"
"L801002",49.11404,-117.7168,"BC","BC"
"L800582",43.86012,-80.07081,"ON","ON"
"L805629",44.28867,-78.3136,"ON","ON"
"L813746",43.93085,-80.11604,"ON","ON"
"L800985",43.25059,-79.97771,"ON","ON"
"L802987",43.48174,-80.50597,"ON","ON"
"L802216",42.90728,-79.58397,"ON","ON"
"L801159",43.71702,-79.56542,"ON","ON"
"L808903",43.77735,-80.3486,"ON","ON"
"L980961",44.60105,-79.41835,"ON","ON"
"L980962",54.34877,-109.7658,"SK","PR"
"L806168",42.78639,-80.21693,"ON","ON"
"L799676",44.47734,-78.12395,"ON","ON"
"L798802",45.04833,-74.75706,"ON","ON"
"L802724",51.05901,-93.73539,"ON","ON"
"L980963",49.83357,-92.98055,"ON","ON"
"L803698",42.78616,-80.21832,"ON","ON"
"L803010",48.40959,-123.3209,"BC","BC"
"L827924",48.40959,-123.3209,"BC","BC"
"L980964",44.18712,-76.78406,"ON","ON"
"L818349",43.98293,-80.01171,"ON","ON"
"L818427",49.27979,-122.8333,"BC","BC"
"L802486",49.30001,-124.2514,"BC","BC"
"L802281",43.48481,-79.77583,"ON","ON"
"L980965",45.62719,-66.22424,"NB","AT"
"L799830",44.88391,-65.15798,"NS","AT"
"L804088",45.34058,-75.69317,"ON","ON"
"L803998",49.2745,-122.7822,"BC","BC"
"L805133",42.92996,-80.29816,"ON","ON"
"L801735",45.24385,-75.31145,"ON","ON"
"L799608",49.07769,-122.6597,"BC","BC"
"L802497",45.52986,-73.35733,"QC","QC"
"L803646",45.47996,-75.52264,"ON","ON"
"L802348",42.994,-81.28869,"ON","ON"
"L802417",49.03274,-122.8573,"BC","BC"
"L803749",52.13785,-106.7348,"SK","PR"
"L803245",48.68036,-80.89425,"ON","ON"
"L812039",55.15306,-127.7555,"BC","BC"
"L810172",49.08021,-122.6405,"BC","BC"
"L803686",48.62463,-123.646,"BC","BC"
"L809500",51.46567,-112.753,"AB","PR"
"L806873",45.40037,-75.73489,"ON","ON"
"L826248",43.31836,-79.8237,"ON","ON"
"L863172",43.44695,-79.67685,"ON","ON"
"L980966",43.59597,-80.55722,"ON","ON"
"L809943",50.57202,-119.6882,"BC","BC"
"L980967",44.95081,-75.3502,"ON","ON"
"L805091",43.20134,-79.20961,"ON","ON"
"L807028",43.90287,-78.82109,"ON","ON"
"L806791",44.06511,-78.52345,"ON","ON"
"L980968",45.34918,-75.83641,"ON","ON"
"L817979",43.88792,-78.89793,"ON","ON"
"L803250",42.99711,-80.32997,"ON","ON"
"L805559",43.99749,-78.92889,"ON","ON"
"L806489",44.55698,-81.10956,"ON","ON"
"L813149",43.9011,-78.78752,"ON","ON"
"L980969",49.69877,-124.9757,"BC","BC"
"L810011",43.90628,-78.86355,"ON","ON"
"L980970",43.917,-78.685,"ON","ON"
"L810408",44.39462,-79.72083,"ON","ON"
"L980971",42.8314,-80.30689,"ON","ON"
"L980972",43.9053,-78.81342,"ON","ON"
"L980973",43.89655,-78.91072,"ON","ON"
"L980974",43.89932,-80.31381,"ON","ON"
"L816254",46.50762,-80.01911,"ON","ON"
"L811151",44.70147,-63.37836,"NS","AT"
"L823017",49.22508,-123.0089,"BC","BC"
"L980975",51.18989,-114.4648,"AB","PR"
"L980976",43.87369,-78.95452,"ON","ON"
"L815279",43.52903,-80.04667,"ON","ON"
"L815674",48.76633,-91.62798,"ON","ON"
"L825012",43.95081,-79.83542,"ON","ON"
"L829470",44.37025,-78.75352,"ON","ON"
"L814076",51.05823,-121.3268,"BC","BC"
"L839011",45.66328,-63.31522,"NS","AT"
"L884881",43.91014,-78.93055,"ON","ON"
"L816504",43.77419,-79.17006,"ON","ON"
"L980977",45.37308,-65.92848,"NB","AT"
"L823356",49.83633,-97.06532,"MB","PR"
"L832322",44.6134,-75.72021,"ON","ON"
"L841470",43.88919,-78.94304,"ON","ON"
"L980978",43.10771,-80.27863,"ON","ON"
"L831394",49.83438,-97.15207,"MB","PR"
"L842284",52.11107,-106.6847,"SK","PR"
"L831230",49.32217,-123.0778,"BC","BC"
"L832576",45.39177,-73.49594,"QC","QC"
"L980979",43.16968,-79.46946,"ON","ON"
"L845432",49.8673,-97.31125,"MB","PR"
"L829549",60.05212,-128.8307,"YT","North"
"L832529",43.42626,-81.34911,"ON","ON"
"L980980",45.40657,-73.94889,"QC","QC"
"L829610",42.88464,-80.07696,"ON","ON"
"L845271",45.4497,-75.59103,"ON","ON"
"L837710",44.55225,-80.46293,"ON","ON"
"L846678",44.82568,-80.04089,"ON","ON"
"L847042",46.44688,-81.04045,"ON","ON"
"L855756",45.23457,-74.76647,"ON","ON"
"L856923",44.29624,-78.46509,"ON","ON"
"L846683",43.21537,-79.8359,"ON","ON"
"L863143",54.26173,-110.7306,"AB","PR"
"L980981",45.50241,-73.681,"QC","QC"
"L858756",43.37585,-79.75662,"ON","ON"
"L866494",44.26617,-76.6214,"ON","ON"
"L980982",51.52975,-120.8816,"BC","BC"
"L475399",44.52774,-80.87622,"ON","ON"
"L363859",45.46507,-74.14943,"QC","QC"
"L970938",45.3722,-74.46799,"ON","ON"
"L18650",45.39233,-73.38443,"QC","QC"
"L788358",53.91218,-122.7863,"BC","BC"
"L103787",43.94818,-78.30186,"ON","ON"
"L18748",44.61667,-80.88333,"ON","ON"
"L97598",42.66667,-81.21667,"ON","ON"
"L78346",46.28333,-75.63333,"QC","QC"
"L161503",45.41431,-73.90082,"QC","QC"
"L18753",44.5,-77.46667,"ON","ON"
"L18656",42.14071,-82.90782,"ON","ON"
"L18754",48.98983,-57.71865,"NL","AT"
"L137711",53.00019,-105.4639,"SK","PR"
"L18659",43.38,-79.76,"ON","ON"
"L18662",43.96667,-78.16667,"ON","ON"
"L161504",42.98711,-81.18498,"ON","ON"
"L169078",44.5538,-80.9406,"ON","ON"
"L485575",48.37591,-89.28562,"ON","ON"
"L485580",48.10674,-89.85306,"ON","ON"
"L802564",44.36286,-78.75541,"ON","ON"
"L107425",53.83597,-122.5511,"BC","BC"
"L272819",43.83013,-79.63195,"ON","ON"
"L18672",49.862,-97.176,"MB","PR"
"L108527",45.6538,-75.8003,"QC","QC"
"L18673",43.03333,-80.88333,"ON","ON"
"L503837",43.02095,-81.2867,"ON","ON"
"L71524",46.23172,-79.14817,"ON","ON"
"L97603",42.78333,-80.2,"ON","ON"
"L168898",43.03083,-81.24497,"ON","ON"
"L71525",42.987,-81.214,"ON","ON"
"L138253",42.97702,-81.3199,"ON","ON"
"L18802",43.29807,-80.2904,"ON","ON"
"L18677",44.42092,-76.36588,"ON","ON"
"L71528",43.752,-79.739,"ON","ON"
"L18807",50.89625,-114.3991,"AB","PR"
"L104360",44.12196,-77.21204,"ON","ON"
"L18809",44.83489,-80.03796,"ON","ON"
"L18690",42.76667,-80.31667,"ON","ON"
"L71529",43.91683,-78.8348,"ON","ON"
"L97604",45.35,-80.03333,"ON","ON"
"L18828",43.32955,-79.81548,"ON","ON"
"L18693",43.72146,-79.38094,"ON","ON"
"L18829",43.896,-78.897,"ON","ON"
"L161506",44.10617,-79.11743,"ON","ON"
"L18831",54.76667,-111.9667,"AB","PR"
"L981153",44.94968,-75.61704,"ON","ON"
"L106632",44.11823,-79.56416,"ON","ON"
"L71531",44.61667,-79.41667,"ON","ON"
"L18835",44.65,-79.93333,"ON","ON"
"L189143",43.24752,-80.14947,"ON","ON"
"L140908",43.68674,-80.31744,"ON","ON"
"L168707",42.83111,-79.82896,"ON","ON"
"L18837",43.78333,-79.46667,"ON","ON"
"L140193",42.939,-81.343,"ON","ON"
"L18704",51.28333,-80.65,"ON","ON"
"L273880",44.01827,-77.73364,"ON","ON"
"L363861",44.01827,-77.73364,"ON","ON"
"L807193",45.05752,-79.33545,"ON","ON"
"L477758",49.86697,-97.36833,"MB","PR"
"L106914",44.73035,-79.83807,"ON","ON"
"L18860",45.401,-75.659,"ON","ON"
"L363862",44.95236,-78.28292,"ON","ON"
"L229897",45.12867,-76.13712,"ON","ON"
"L18866",43.932,-80.107,"ON","ON"
"L18709",48.61569,-93.67466,"ON","ON"
"L18713",48.75,-91.61667,"ON","ON"
"L619274",44.13796,-79.45073,"ON","ON"
"L71536",47.66667,-52.73333,"NL","AT"
"L103409",43.95481,-78.16853,"ON","ON"
"L79343",45.17509,-75.82852,"ON","ON"
"L18718",51.06342,-114.1093,"AB","PR"
"L105361",48.99202,-57.75998,"NL","AT"
"L18889",46.208,-62.821,"PE","AT"
"L106263",43,-80.83333,"ON","ON"
"L231861",42.63253,-80.46632,"ON","ON"
"L467044",44.59273,-76.40953,"ON","ON"
"L611982",44.77542,-76.64242,"ON","ON"
"L597287",43.97002,-79.25355,"ON","ON"
"L18724",42.76667,-80.31667,"ON","ON"
"L18725",43.15883,-80.30519,"ON","ON"
"L18726",45.23667,-72.17027,"QC","QC"
"L18727",43.05334,-80.5124,"ON","ON"
"L168901",45.43982,-73.89157,"QC","QC"
"L18911",44.08386,-80.20541,"ON","ON"
"L77679",43.12127,-81.33363,"ON","ON"
"L18912",44.61667,-79.41667,"ON","ON"
"L18913",44.01667,-79.81667,"ON","ON"
"L217183",49.34149,-124.3773,"BC","BC"
"L18918",47.81667,-79.86667,"ON","ON"
"L467372",46.50529,-84.28033,"ON","ON"
"L460196",44.30331,-78.3311,"ON","ON"
"L18737",47.57636,-68.9204,"QC","QC"
"L18922",45.49785,-75.74574,"QC","QC"
"L355617",43.22898,-79.90485,"ON","ON"
"L153950",45.38735,-75.63269,"ON","ON"
"L18740",52.13,-106.615,"SK","PR"
"L104707",43.33279,-79.78974,"ON","ON"
"L18941",48.47419,-81.34152,"ON","ON"
"L18942",45.465,-73.446,"QC","QC"
"L980983",42.95997,-81.34502,"ON","ON"
"L147878",44.96963,-79.23968,"ON","ON"
"L190842",47.21132,-65.18459,"NB","AT"
"L18948",45.5024,-73.56766,"QC","QC"
"L161514",46.02701,-65.04488,"NB","AT"
"L18763",43.433,-80.501,"ON","ON"
"L18974",43.70471,-79.31627,"ON","ON"
"L808827",43.87581,-78.9267,"ON","ON"
"L18977",43.38333,-79.98333,"ON","ON"
"L167084",42.69952,-80.53301,"ON","ON"
"L161516",45.4533,-75.6629,"ON","ON"
"L19005",46.165,-67.56,"NB","AT"
"L597288",42.86091,-80.72304,"ON","ON"
"L19020",43.06667,-81,"ON","ON"
"L354490",42.96013,-81.29206,"ON","ON"
"L76847",44.25453,-76.38682,"ON","ON"
"L19023",49.81712,-93.1645,"ON","ON"
"L19024",47.98333,-84.78333,"ON","ON"
"L803435",47.50103,-72.68756,"QC","QC"
"L980984",45.01667,-79.61667,"ON","ON"
"L18815",55.31667,-123.0833,"BC","BC"
"L97609",46.40717,-80.11416,"ON","ON"
"L71542",43.40731,-80.70657,"ON","ON"
"L18818",48.41865,-71.24609,"QC","QC"
"L138261",49.76555,-98.68667,"MB","PR"
"L78295",42.32953,-82.96847,"ON","ON"
"L161518",49.46615,-115.4453,"BC","BC"
"L18822",44.62829,-63.59578,"NS","AT"
"L18823",45.60047,-75.60053,"QC","QC"
"L18824",47.33868,-53.54195,"NL","AT"
"L71545",44.96667,-64.93333,"NS","AT"
"L81896",50.70521,-120.3608,"BC","BC"
"L18841",45.31667,-73.86667,"QC","QC"
"L161519",45.06583,-64.57318,"NS","AT"
"L19054",44.80742,-63.74702,"NS","AT"
"L167998",45.051,-79.30302,"ON","ON"
"L229047",45.2082,-72.75679,"QC","QC"
"L18850",43.95562,-79.42261,"ON","ON"
"L229099",45.01484,-73.51765,"QC","QC"
"L97612",44.70879,-63.84786,"NS","AT"
"L19082",44.719,-63.519,"NS","AT"
"L19085",52.11037,-106.6239,"SK","PR"
"L150200",45.21784,-72.42436,"QC","QC"
"L161521",44.70031,-63.83076,"NS","AT"
"L18871",49.256,-122.856,"BC","BC"
"L19105",43.26667,-81.13333,"ON","ON"
"L18873",43.31667,-80.83333,"ON","ON"
"L18874",44.1,-78.81667,"ON","ON"
"L18875",45.58284,-73.54624,"QC","QC"
"L133613",46.31162,-70.87024,"QC","QC"
"L18876",46.31136,-70.87029,"QC","QC"
"L18877",45.46604,-76.08057,"ON","ON"
"L18878",50.708,-120.382,"BC","BC"
"L460198",42.82294,-80.29593,"ON","ON"
"L19109",45.37967,-75.95701,"ON","ON"
"L19112",45.957,-66.655,"NB","AT"
"L161522",46.28227,-63.13548,"PE","AT"
"L19115",45.03362,-76.50544,"ON","ON"
"L19131",46.208,-62.821,"PE","AT"
"L18899",45.537,-73.339,"QC","QC"
"L18900",45.2,-72.35,"QC","QC"
"L276083",42.61097,-80.46073,"ON","ON"
"L611021",42.8233,-80.28963,"ON","ON"
"L19137",43.84017,-79.623,"ON","ON"
"L82639",43.98718,-79.47098,"ON","ON"
"L132360",45.52042,-71.81522,"QC","QC"
"L18905",48.95,-57.95,"NL","AT"
"L19159",43.31564,-80.36946,"ON","ON"
"L18926",46.05,-74.28333,"QC","QC"
"L19167",53.28333,-112.4333,"AB","PR"
"L19169",45.08333,-74.16667,"QC","QC"
"L808057",54.76109,-127.1101,"BC","BC"
"L19184",50.67305,-120.2399,"BC","BC"
"L356253",45.80107,-74.04535,"QC","QC"
"L19187",44.64988,-63.62206,"NS","AT"
"L18931",43.762,-79.198,"ON","ON"
"L132637",45.71667,-61.94263,"NS","AT"
"L19190",48.78333,-123.7,"BC","BC"
"L19191",43.51667,-80.45,"ON","ON"
"L18935",50.06667,-96.55,"MB","PR"
"L375599",45.43129,-72.71227,"QC","QC"
"L18953",53.36584,-113.2145,"AB","PR"
"L358975",45.4285,-73.86353,"QC","QC"
"L18957",44.75,-65.51667,"NS","AT"
"L151707",54.14574,-114.4546,"AB","PR"
"L18958",42.83606,-80.31929,"ON","ON"
"L363865",49.84783,-99.98145,"MB","PR"
"L81205",46.208,-62.821,"PE","AT"
"L19224",45.15146,-77.60095,"ON","ON"
"L105869",51.21667,-102.4667,"SK","PR"
"L18984",43.32888,-79.8001,"ON","ON"
"L19242",44.71667,-80.45,"ON","ON"
"L597293",45.40518,-63.21901,"NS","AT"
"L19246",45.16718,-74.56026,"ON","ON"
"L19247",49.22957,-123.1982,"BC","BC"
"L19007",42.86667,-82.15,"ON","ON"
"L363866",44.71311,-79.94935,"ON","ON"
"L19251",56.28203,-120.8337,"BC","BC"
"L19269",49.32855,-123.0612,"BC","BC"
"L108731",53.34658,-113.3025,"AB","PR"
"L19275",44.71097,-79.73487,"ON","ON"
"L19277",44.28333,-81.08333,"ON","ON"
"L788361",53.28635,-104.1948,"SK","PR"
"L19019",44.49834,-76.85688,"ON","ON"
"L19280",47.36078,-79.7586,"ON","ON"
"L19040",45.08833,-74.81088,"ON","ON"
"L19301",43.89368,-78.82116,"ON","ON"
"L167566",44.44682,-79.71476,"ON","ON"
"L276534",49.49489,-115.7629,"BC","BC"
"L71562",44.70639,-66.81577,"NB","AT"
"L19062",46.237,-63.129,"PE","AT"
"L19065",44.91667,-79.36667,"ON","ON"
"L19304",43.911,-78.871,"ON","ON"
"L19069",45.3,-76.71667,"ON","ON"
"L161524",44.70031,-63.83076,"NS","AT"
"L104344",53.921,-122.827,"BC","BC"
"L19071",53.921,-122.827,"BC","BC"
"L19324",45.45,-74.15,"QC","QC"
"L19072",64.05693,-139.0974,"YT","North"
"L167319",43.2346,-79.82286,"ON","ON"
"L19089",54.77707,-127.165,"BC","BC"
"L611139",49.18379,-122.5592,"BC","BC"
"L77877",45.49315,-73.41935,"QC","QC"
"L19101",43.23333,-80.15,"ON","ON"
"L167951",49.32087,-124.2962,"BC","BC"
"L19333",45.293,-66.085,"NB","AT"
"L19117",45.251,-66.101,"NB","AT"
"L104531",44.56671,-80.43341,"ON","ON"
"L807148",45.12039,-78.65269,"ON","ON"
"L19353",43.711,-79.362,"ON","ON"
"L19147",48.418,-123.328,"BC","BC"
"L19360",43.53369,-80.2454,"ON","ON"
"L105988",49.82914,-97.31069,"MB","PR"
"L80304",55.78333,-118.8333,"AB","PR"
"L161527",49.19246,-123.8317,"BC","BC"
"L168643",45.77728,-77.1587,"ON","ON"
"L273884",65.29237,-126.8273,"NT","North"
"L19385",43.795,-79.267,"ON","ON"
"L19386",46.311,-79.454,"ON","ON"
"L19387",44.1,-79.11667,"ON","ON"
"L980913",46.37837,-82.67294,"ON","ON"
"L161529",52.94752,-122.4434,"BC","BC"
"L161530",51.19305,-114.5041,"AB","PR"
"L167041",43.25583,-81.15266,"ON","ON"
"L612725",49.41642,-123.3147,"BC","BC"
"L597296",44.84479,-65.30062,"NS","AT"
"L132486",50.40674,-100.3967,"MB","PR"
"L273885",43.1325,-79.09626,"ON","ON"
"L250832",49.75645,-94.36899,"ON","ON"
"L980986",43.67465,-79.38603,"ON","ON"
"L97623",45.34612,-75.75375,"ON","ON"
"L161534",45.45009,-73.64936,"QC","QC"
"L71578",44.88182,-81.33429,"ON","ON"
"L807221",44.21371,-79.58496,"ON","ON"
"L981154",43.69383,-79.2754,"ON","ON"
"L19198",43.185,-79.254,"ON","ON"
"L78215",53.36813,-112.9169,"AB","PR"
"L273886",48.40784,-89.25472,"ON","ON"
"L161536",45.19899,-79.36828,"ON","ON"
"L470925",46.08002,-64.80577,"NB","AT"
"L610318",49.48642,-104.2472,"SK","PR"
"L169647",53.8775,-122.7773,"BC","BC"
"L788363",44.37047,-64.50401,"NS","AT"
"L19437",43.226,-79.987,"ON","ON"
"L107228",44.21667,-78.71667,"ON","ON"
"L105451",45.52008,-73.84857,"QC","QC"
"L19211",44.35,-79.03333,"ON","ON"
"L788364",44.55561,-80.95154,"ON","ON"
"L19443",46.862,-71.28,"QC","QC"
"L78908",44.18796,-78.35934,"ON","ON"
"L19228",43.185,-79.254,"ON","ON"
"L78957",49.09647,-117.8064,"BC","BC"
"L19229",49.135,-122.304,"BC","BC"
"L610208",50.12906,-122.967,"BC","BC"
"L19463",50.9368,-114.0742,"AB","PR"
"L19237",45.73333,-76.85,"ON","ON"
"L19239",43.20471,-80.39507,"ON","ON"
"L273422",49.26603,-122.9016,"BC","BC"
"L106179",44.43333,-78.26671,"ON","ON"
"L169950",42.70087,-81.08348,"ON","ON"
"L19470",48.53333,-80.46667,"ON","ON"
"L19471",43.101,-79.077,"ON","ON"
"L19472",45.18333,-74.11667,"QC","QC"
"L19487",42.94489,-81.2672,"ON","ON"
"L19258",49.08333,-117.8,"BC","BC"
"L80487",45.77782,-75.31034,"QC","QC"
"L19493",48.488,-123.411,"BC","BC"
"L143316",49.38369,-117.6635,"BC","BC"
"L19263",44.3,-77.55,"ON","ON"
"L463831",49.16701,-121.9366,"BC","BC"
"L835629",52.95029,-104.2946,"SK","PR"
"L161538",44.35109,-76.81781,"ON","ON"
"L273797",44.78427,-76.77177,"ON","ON"
"L274780",45.14066,-76.15339,"ON","ON"
"L593972",53.24837,-107.4425,"SK","PR"
"L71590",45.21107,-79.27353,"ON","ON"
"L460204",49.85651,-119.5412,"BC","BC"
"L138274",48.46667,-81.21667,"ON","ON"
"L231636",44.34688,-78.74879,"ON","ON"
"L981155",47.51129,-79.66587,"ON","ON"
"L217199",49.17569,-57.42541,"NL","AT"
"L19525",42.96277,-81.2337,"ON","ON"
"L19313",44.09403,-79.46882,"ON","ON"
"L806096",42.8535,-80.49786,"ON","ON"
"L249260",43.64301,-79.50476,"ON","ON"
"L138037",48.69131,-91.18815,"ON","ON"
"L71597",49.76873,-94.56535,"ON","ON"
"L460205",49.86277,-97.16635,"MB","PR"
"L19550",50.23333,-121.5667,"BC","BC"
"L801922",45.83287,-66.67448,"NB","AT"
"L217200",43.95772,-78.14949,"ON","ON"
"L161540",45.08698,-64.62261,"NS","AT"
"L161541",46.10014,-75.61706,"QC","QC"
"L19552",50.01667,-125.25,"BC","BC"
"L230694",50.04371,-110.65,"AB","PR"
"L217201",44.01004,-79.68258,"ON","ON"
"L97631",44.678,-63.665,"NS","AT"
"L488253",43.01635,-79.25918,"ON","ON"
"L285319",45.74632,-82.04444,"ON","ON"
"L460206",44.08178,-80.20251,"ON","ON"
"L108006",49.274,-122.759,"BC","BC"
"L103336",46.52766,-84.30456,"ON","ON"
"L161542",44.74361,-79.90253,"ON","ON"
"L77695",44.55,-64.25,"NS","AT"
"L19578",45.946,-66.661,"NB","AT"
"L490531",49.704,-124.9599,"BC","BC"
"L19374",45.47218,-73.63202,"QC","QC"
"L19393",44.237,-76.555,"ON","ON"
"L19397",43.14078,-80.28277,"ON","ON"
"L19607",43.38333,-79.98333,"ON","ON"
"L161543",49.06371,-57.53688,"NL","AT"
"L71607",44.49369,-65.9287,"NS","AT"
"L19608",50.56079,-96.63345,"MB","PR"
"L19610",46.1,-71.81667,"QC","QC"
"L19403",45.396,-75.662,"ON","ON"
"L82815",45.9,-64.36667,"NB","AT"
"L19628",43.06667,-79.93333,"ON","ON"
"L460207",45.55435,-79.21585,"ON","ON"
"L97637",50.633,-96.986,"MB","PR"
"L71610",47.6,-72.73333,"QC","QC"
"L104431",44.15655,-77.40158,"ON","ON"
"L616508",42.62813,-80.4547,"ON","ON"
"L273889",48.48386,-123.3423,"BC","BC"
"L19429",42.89687,-79.25198,"ON","ON"
"L19430",48.489,-81.338,"ON","ON"
"L168533",43.67541,-79.27906,"ON","ON"
"L19652",43.65406,-79.49138,"ON","ON"
"L273891",50.33374,-97.25402,"MB","PR"
"L788367",43.1571,-80.27609,"ON","ON"
"L597298",46.25867,-81.76143,"ON","ON"
"L613677",46.23932,-82.90708,"ON","ON"
"L509893",43.35174,-80.29954,"ON","ON"
"L19655",49.08224,-123.0777,"BC","BC"
"L19451",45.96667,-81.93333,"ON","ON"
"L480203",60.68394,-137.4609,"YT","North"
"L273892",42.96911,-81.30701,"ON","ON"
"L19453",45.331,-75.954,"ON","ON"
"L513501",51.02801,-114.0681,"AB","PR"
"L166726",47.52334,-52.82252,"NL","AT"
"L104143",49.31959,-122.9649,"BC","BC"
"L19662",44.014,-79.437,"ON","ON"
"L353731",43.37822,-80.9764,"ON","ON"
"L19478",42.83333,-80.3,"ON","ON"
"L19479",50.993,-114.04,"AB","PR"
"L76378",48.95,-57.95,"NL","AT"
"L19684",43.226,-79.987,"ON","ON"
"L19686",45.402,-75.729,"ON","ON"
"L19486",45.13333,-74,"QC","QC"
"L104891",43.542,-79.609,"ON","ON"
"L275274",42.93079,-80.29821,"ON","ON"
"L19716",44.75723,-75.74063,"ON","ON"
"L273713",44.00257,-77.15421,"ON","ON"
"L19529",42.86127,-80.29167,"ON","ON"
"L19533",43.23822,-80.14403,"ON","ON"
"L19737",48.51373,-89.49137,"ON","ON"
"L19738",42.414,-82.191,"ON","ON"
"L19740",51.15,-100.05,"MB","PR"
"L19743",48.47419,-81.34152,"ON","ON"
"L19745",48.474,-123.311,"BC","BC"
"L19557",43.75164,-79.2394,"ON","ON"
"L19762",42.08163,-82.45437,"ON","ON"
"L82674",43.94786,-79.46532,"ON","ON"
"L71626",44.66002,-63.95358,"NS","AT"
"L19565",51.48333,-120.7167,"BC","BC"
"L19568",48.91667,-123.7167,"BC","BC"
"L19583",45.45,-75.69,"QC","QC"
"L76812",45.385,-75.7567,"ON","ON"
"L19792",45.31484,-64.42903,"NS","AT"
"L230722",49.17187,-122.9138,"BC","BC"
"L19795",43.36667,-79.93333,"ON","ON"
"L19796",47.41667,-53.53333,"NL","AT"
"L621507",43.87852,-79.72072,"ON","ON"
"L630938",44.57592,-78.02696,"ON","ON"
"L803491",53.50852,-107.0622,"SK","PR"
"L275173",46.61071,-73.85417,"QC","QC"
"L19588",43.997,-79.23,"ON","ON"
"L19799",44.75,-65.51667,"NS","AT"
"L161548",46.68514,-65.38966,"NB","AT"
"L19596",44.58333,-79.75,"ON","ON"
"L104706",48.54852,-123.4172,"BC","BC"
"L19823",42.939,-81.343,"ON","ON"
"L633456",43.02841,-81.25725,"ON","ON"
"L597299",50.70179,-119.2798,"BC","BC"
"L138077",45.55449,-73.90237,"QC","QC"
"L217204",46.24221,-63.12159,"PE","AT"
"L19617",49.88,-97.24,"MB","PR"
"L19849",50.8,-121.3167,"BC","BC"
"L19620",49.29919,-121.7802,"BC","BC"
"L71632",45.78998,-65.65417,"NB","AT"
"L803711",43.3432,-79.84644,"ON","ON"
"L78038",44.9,-76.25,"ON","ON"
"L19856",43.0206,-79.2536,"ON","ON"
"L19639",43.718,-79.702,"ON","ON"
"L19873",42.95357,-81.23921,"ON","ON"
"L167760",46.22367,-81.87149,"ON","ON"
"L19882",43.619,-80.133,"ON","ON"
"L71633",46.659,-63.114,"PE","AT"
"L19884",46.27609,-70.99773,"QC","QC"
"L77147",45.17871,-71.93503,"QC","QC"
"L788370",46.76264,-71.27001,"QC","QC"
"L19908",45.31667,-74.63333,"ON","ON"
"L19930",44.02365,-77.64971,"ON","ON"
"L363881",45.37648,-71.84834,"QC","QC"
"L19935",46.144,-70.685,"QC","QC"
"L107036",45.52438,-75.73981,"QC","QC"
"L169864",46.10458,-64.79578,"NB","AT"
"L19701",43.24702,-79.07658,"ON","ON"
"L19958",50.249,-119.254,"BC","BC"
"L788371",46.10637,-80.56204,"ON","ON"
"L19721",44.38333,-77.35,"ON","ON"
