"loc_id","latitude","longitude","Prov","region"
"L4099100",49.21874,-122.5807,"BC","BC"
"L6745567",45.3671,-75.74276,"ON","ON"
"L4279233",45.35094,-75.63774,"ON","ON"
"L276536",52.97211,-122.407,"BC","BC"
"L5616916",44.68027,-63.49833,"NS","AT"
"L10045285",52.921,-110.9665,"AB","PR"
"L5649180",47.90311,-73.78302,"QC","QC"
"L6471890",44.00885,-77.14924,"ON","ON"
"L8365597",56.26844,-120.7144,"BC","BC"
"L7268419",45.4212,-73.89936,"QC","QC"
"L8838563",43.70945,-80.38998,"ON","ON"
"L10172360",45.20406,-79.47988,"ON","ON"
"L8098033",44.66133,-80.93525,"ON","ON"
"L8237057",44.27507,-78.36239,"ON","ON"
"L8161780",50.95701,-114.665,"AB","PR"
"L5131510",43.9385,-77.09731,"ON","ON"
"L8380475",45.44926,-76.11567,"ON","ON"
"L460242",43.17279,-79.25233,"ON","ON"
"L11029290",45.88175,-77.37789,"ON","ON"
"L8615519",50.83958,-114.0109,"AB","PR"
"L10269019",52.8784,-118.0868,"AB","PR"
"L4325825",51.83222,-100.8987,"MB","PR"
"L5001012",53.93327,-116.5765,"AB","PR"
"L5109540",45.42914,-63.34115,"NS","AT"
"L5269099",46.43304,-63.82307,"PE","AT"
"L6447780",46.39546,-63.81434,"PE","AT"
"L6541546",45.10314,-64.68402,"NS","AT"
"L5500431",50.0283,-113.5876,"AB","PR"
"L6468486",44.09685,-79.4994,"ON","ON"
"L4033803",44.06238,-76.93331,"ON","ON"
"L8167852",43.44604,-80.53068,"ON","ON"
"L5778096",46.29648,-79.30756,"ON","ON"
"L9036717",43.37101,-79.81027,"ON","ON"
"L10126741",48.3317,-89.32716,"ON","ON"
"L354109",46.86038,-71.17938,"QC","QC"
"L5075187",49.22016,-98.07587,"MB","PR"
"L5056174",43.7743,-79.35808,"ON","ON"
"L4082201",43.66959,-79.31377,"ON","ON"
"L7001385",43.47174,-79.65567,"ON","ON"
"L10069767",46.72809,-72.79275,"QC","QC"
"L5130575",49.0692,-117.8049,"BC","BC"
"L5399028",44.68126,-63.50513,"NS","AT"
"L4061101",50.25948,-119.2638,"BC","BC"
"L4018614",43.96324,-77.4866,"ON","ON"
"L5076945",46.39354,-81.21634,"ON","ON"
"L5076946",46.39354,-81.21634,"ON","ON"
"L10074435",51.01688,-114.2172,"AB","PR"
"L6962920",44.56514,-79.98868,"ON","ON"
"L8203102",44.04489,-77.65656,"ON","ON"
"L10133228",44.42831,-76.80588,"ON","ON"
"L4034140",42.31973,-82.84405,"ON","ON"
"L465917",44.27217,-77.49607,"ON","ON"
"L5655061",42.01392,-82.78019,"ON","ON"
"L3128167",43.01382,-82.36093,"ON","ON"
"L5005614",45.50533,-76.04093,"QC","QC"
"L5005645",45.50533,-76.04093,"QC","QC"
"L597395",49.28168,-122.8145,"BC","BC"
"L5087263",45.05044,-79.3026,"ON","ON"
"L7064350",42.98812,-79.1636,"ON","ON"
"L4010813",42.20767,-83.06021,"ON","ON"
"L8218772",42.26049,-83.01119,"ON","ON"
"L4238173",46.53064,-80.92625,"ON","ON"
"L4062393",44.81747,-63.60204,"NS","AT"
"L8158407",46.88066,-71.25572,"QC","QC"
"L5249823",45.07224,-77.90666,"ON","ON"
"L629223",43.69993,-79.3051,"ON","ON"
"L6521309",44.26036,-64.48568,"NS","AT"
"L4096890",49.2457,-123.0882,"BC","BC"
"L4008958",49.2376,-124.0011,"BC","BC"
"L4054288",49.59055,-119.6538,"BC","BC"
"L8215296",49.3375,-123.056,"BC","BC"
"L1814363",45.60307,-75.83922,"QC","QC"
"L6472918",50.01958,-125.2432,"BC","BC"
"L5234600",50.71776,-119.2539,"BC","BC"
"L6481809",50.70387,-119.2862,"BC","BC"
"L6494963",50.70376,-119.2861,"BC","BC"
"L5456358",42.3291,-82.95891,"ON","ON"
"L8190492",54.37628,-126.69,"BC","BC"
"L8169567",44.05618,-79.73865,"ON","ON"
"L4026016",60.00345,-111.868,"NT","North"
"L9109022",43.72423,-79.76029,"ON","ON"
"L4007594",43.93014,-81.64923,"ON","ON"
"L8196956",48.06113,-66.46647,"NB","AT"
"L8135969",43.13694,-79.95942,"ON","ON"
"L8181426",49.11364,-122.6956,"BC","BC"
"L5005386",48.91521,-123.7239,"BC","BC"
"L4997796",44.35296,-78.71917,"ON","ON"
"L10166565",53.42022,-113.5239,"AB","PR"
"L8698666",53.43893,-113.5291,"AB","PR"
"L3982421",44.18693,-76.78336,"ON","ON"
"L3997064",44.31216,-78.32149,"ON","ON"
"L6967946",50.76121,-120.3436,"BC","BC"
"L10100652",45.37372,-75.65019,"ON","ON"
"L6453093",46.2099,-66.5104,"NB","AT"
"L12782033",44.57415,-78.20561,"ON","ON"
"L12755941",54.13687,-108.6879,"SK","PR"
"L12755984",45.3379,-75.75922,"ON","ON"
"L12756110",49.52003,-123.7769,"BC","BC"
"L12756800",45.5553,-73.90816,"QC","QC"
"L12757835",46.81205,-72.50322,"QC","QC"
"L12768467",43.58055,-80.18655,"ON","ON"
"L12770943",49.03241,-123.0939,"BC","BC"
"L12771815",43.64355,-79.51781,"ON","ON"
"L12771946",44.34167,-78.31925,"ON","ON"
"L12779206",42.98981,-82.36975,"ON","ON"
"L12779630",42.17339,-82.83235,"ON","ON"
"L12789357",43.09296,-79.12572,"ON","ON"
"L12794698",42.74972,-80.31555,"ON","ON"
"L12795790",49.37956,-121.4129,"BC","BC"
"L12796923",43.5142,-79.63139,"ON","ON"
"L12802890",45.2695,-78.80836,"ON","ON"
"L12805196",46.46615,-81.00565,"ON","ON"
"L12815052",43.2255,-79.97542,"ON","ON"
"L12826404",45.53291,-73.57641,"QC","QC"
"L13210344",45.50576,-73.59166,"QC","QC"
"L12872461",42.94882,-81.3304,"ON","ON"
"L12839110",49.92477,-97.12922,"MB","PR"
"L12843541",43.90128,-78.95762,"ON","ON"
"L12845441",43.68986,-79.42406,"ON","ON"
"L12853786",45.10259,-72.62474,"QC","QC"
"L12856109",49.67463,-115.6431,"BC","BC"
"L12857596",48.98784,-123.8309,"BC","BC"
"L12864468",52.31845,-112.3567,"AB","PR"
"L12902705",43.65387,-79.44838,"ON","ON"
"L12947862",49.02674,-122.8667,"BC","BC"
"L12966800",45.35858,-73.76945,"QC","QC"
"L12970596",45.37742,-75.60466,"ON","ON"
"L12993236",45.3883,-73.36629,"QC","QC"
"L13038578",44.37008,-79.68166,"ON","ON"
"L13057165",43.59027,-79.61985,"ON","ON"
"L13078244",43.72341,-79.37455,"ON","ON"
"L13965353",43.72379,-79.37615,"ON","ON"
"L13101127",44.57572,-80.48588,"ON","ON"
"L13116637",44.61906,-79.44165,"ON","ON"
"L13126512",44.99965,-74.97249,"ON","ON"
"L13175846",44.44772,-80.58849,"ON","ON"
"L13208189",49.18904,-122.5392,"BC","BC"
"L13228246",53.81202,-112.7023,"AB","PR"
"L13233633",46.10652,-75.45303,"QC","QC"
"L13254193",53.97322,-122.8665,"BC","BC"
"L13255712",54.35461,-113.4397,"AB","PR"
"L13330277",49.20525,-122.6605,"BC","BC"
"L13366951",44.90727,-75.59363,"ON","ON"
"L13473501",44.17891,-81.629,"ON","ON"
"L13476823",50.54267,-119.7586,"BC","BC"
"L13476851",50.0021,-125.2392,"BC","BC"
"L13594071",50.10031,-91.90857,"ON","ON"
"L13549641",42.20925,-83.08953,"ON","ON"
"L13494248",43.87647,-79.40523,"ON","ON"
"L13525702",43.52504,-79.88551,"ON","ON"
"L13499822",45.45256,-74.20292,"QC","QC"
"L13534098",43.82153,-79.29461,"ON","ON"
"L13534100",42.77374,-81.17988,"ON","ON"
"L13548230",43.68286,-79.28895,"ON","ON"
"L13548618",43.40877,-79.79638,"ON","ON"
"L13558638",43.34284,-79.8514,"ON","ON"
"L13554876",49.34367,-123.2181,"BC","BC"
"L13831622",46.12547,-64.854,"NB","AT"
"L13558887",43.38245,-80.29699,"ON","ON"
"L13599973",49.31512,-123.0736,"BC","BC"
"L13605542",48.45316,-123.3387,"BC","BC"
"L13656992",44.4837,-76.25013,"ON","ON"
"L13659129",43.15918,-80.29258,"ON","ON"
"L13659535",46.1024,-77.5013,"ON","ON"
"L13709893",44.88964,-76.02468,"ON","ON"
"L13716990",45.70228,-73.22791,"QC","QC"
"L13729279",43.22179,-79.92732,"ON","ON"
"L13754742",44.10856,-79.11593,"ON","ON"
"L13767903",43.8698,-78.93079,"ON","ON"
"L13828743",43.97397,-78.94692,"ON","ON"
"L13813876",45.51116,-73.50951,"QC","QC"
"L13852770",45.49613,-73.83318,"QC","QC"
"L13869656",48.6784,-123.4686,"BC","BC"
"L13879128",49.26585,-123.1258,"BC","BC"
"L13935806",42.91515,-80.28743,"ON","ON"
"L13962982",43.33223,-79.90007,"ON","ON"
"L14015179",46.89546,-71.13774,"QC","QC"
"L14079840",42.70216,-81.09236,"ON","ON"
"L12710478",49.1537,-123.9359,"BC","BC"
"L12711398",43.57355,-80.25559,"ON","ON"
"L12721191",54.01765,-122.7392,"BC","BC"
"L12722511",44.04531,-79.43106,"ON","ON"
"L12722950",45.37496,-73.39555,"QC","QC"
"L12723996",42.3112,-82.97019,"ON","ON"
"L12728783",51.09352,-114.1516,"AB","PR"
"L12731767",45.27996,-75.68958,"ON","ON"
"L12731858",49.16815,-123.1339,"BC","BC"
"L12732250",45.46043,-75.60615,"ON","ON"
"L12732394",44.60496,-80.59418,"ON","ON"
"L12732985",45.49522,-76.14385,"ON","ON"
"L12735790",44.47959,-80.22488,"ON","ON"
"L12735939",42.95542,-79.27176,"ON","ON"
"L12737068",43.42633,-80.45658,"ON","ON"
"L12737438",45.11896,-73.98467,"QC","QC"
"L12738098",48.2597,-89.58995,"ON","ON"
"L12743336",44.48117,-76.24162,"ON","ON"
"L12749250",48.32807,-70.88533,"QC","QC"
"L12749372",48.21445,-70.23064,"QC","QC"
"L12785010",49.25387,-123.1668,"BC","BC"
"L12737179",42.03594,-82.73383,"ON","ON"
"L13178617",42.75857,-80.59025,"ON","ON"
"L12653763",42.96875,-81.32753,"ON","ON"
"L10525749",43.25054,-80.30995,"ON","ON"
"L12840151",43.65535,-79.51145,"ON","ON"
"L13140733",43.44522,-80.4971,"ON","ON"
"L12736820",49.17353,-123.9947,"BC","BC"
"L12982804",43.30165,-79.86571,"ON","ON"
"L12640583",43.49049,-80.58996,"ON","ON"
"L12783437",54.47086,-110.1883,"AB","PR"
"L12614928",43.91559,-80.47777,"ON","ON"
"L3149390",49.07592,-119.5873,"BC","BC"
"L12615386",46.86764,-60.75302,"NS","AT"
"L12849818",52.10331,-106.6415,"SK","PR"
"L12616929",53.50692,-113.4823,"AB","PR"
"L13714785",49.08841,-122.3751,"BC","BC"
"L12705365",49.88756,-97.10805,"MB","PR"
"L12998747",50.48845,-115.9947,"BC","BC"
"L12760329",49.45159,-120.5302,"BC","BC"
"L13892957",43.91666,-78.82173,"ON","ON"
"L12864264",53.87697,-105.9728,"SK","PR"
"L12961686",52.11942,-106.5902,"SK","PR"
"L12732487",54.54386,-128.5959,"BC","BC"
"L12744662",51.03967,-114.1779,"AB","PR"
"L12999153",43.63707,-79.49897,"ON","ON"
"L12960285",44.6204,-76.12582,"ON","ON"
"L12613094",46.36507,-72.61147,"QC","QC"
"L12786026",45.47511,-73.63246,"QC","QC"
"L12727172",43.54571,-80.26025,"ON","ON"
"L12695115",48.36596,-89.28673,"ON","ON"
"L12948404",56.37101,-120.7502,"BC","BC"
"L12789654",53.51416,-113.5135,"AB","PR"
"L12780421",43.96514,-78.30943,"ON","ON"
"L12757902",48.61498,-93.3878,"ON","ON"
"L13760198",45.01815,-75.23081,"ON","ON"
"L12823921",43.26575,-79.91026,"ON","ON"
"L12771587",45.50264,-73.82531,"QC","QC"
"L12915154",53.2268,-113.4943,"AB","PR"
"L13346940",47.04662,-65.50085,"NB","AT"
"L12728715",52.14176,-106.5799,"SK","PR"
"L13467252",43.23163,-79.93651,"ON","ON"
"L13097246",45.2809,-75.51553,"ON","ON"
"L12864611",43.69185,-79.28928,"ON","ON"
"L12714358",43.96798,-78.19374,"ON","ON"
"L13529205",50.25702,-118.9719,"BC","BC"
"L12754424",44.56798,-64.29904,"NS","AT"
"L12614949",44.62205,-79.41631,"ON","ON"
"L12615125",45.53867,-76.65281,"ON","ON"
"L13870119",44.8171,-79.98161,"ON","ON"
"L15176492",45.33394,-79.13336,"ON","ON"
"L13548436",45.11035,-78.25123,"ON","ON"
"L13548437",45.11035,-78.25123,"ON","ON"
"L13045105",54.02884,-123.9476,"BC","BC"
"L12746220",43.63918,-79.50741,"ON","ON"
"L12791145",44.26708,-79.23039,"ON","ON"
"L13704180",43.58238,-79.70215,"ON","ON"
"L12803456",45.31179,-75.92808,"ON","ON"
"L12743787",50.37577,-105.5692,"SK","PR"
"L12978124",43.90463,-78.68514,"ON","ON"
"L12757799",49.25109,-123.0613,"BC","BC"
"L12816369",43.46106,-80.57672,"ON","ON"
"L13933889",44.49582,-80.2074,"ON","ON"
"L12966520",45.57076,-75.53223,"QC","QC"
"L13433060",43.6615,-79.48022,"ON","ON"
"L12768321",44.78036,-76.70979,"ON","ON"
"L12809882",43.92412,-78.84815,"ON","ON"
"L12709902",44.39366,-79.71069,"ON","ON"
"L12843678",53.30399,-120.1689,"BC","BC"
"L12720242",43.88432,-78.96399,"ON","ON"
"L13269014",42.869,-80.73095,"ON","ON"
"L12724972",45.24076,-79.2046,"ON","ON"
"L12748247",49.25793,-124.3562,"BC","BC"
"L13371751",45.36899,-75.95211,"ON","ON"
"L13153227",50.61007,-99.9646,"MB","PR"
"L12781459",45.78327,-74.26063,"QC","QC"
"L13560658",49.86094,-119.5525,"BC","BC"
"L13296915",45.95268,-73.76115,"QC","QC"
"L12633967",43.9706,-79.47551,"ON","ON"
"L12745341",43.2698,-80.34536,"ON","ON"
"L12711083",45.38684,-75.76388,"ON","ON"
"L13281041",45.78952,-79.35206,"ON","ON"
"L13052415",43.23251,-79.68132,"ON","ON"
"L13733501",45.08928,-74.87286,"ON","ON"
"L13287717",42.97964,-81.26072,"ON","ON"
"L12618899",46.63596,-71.57728,"QC","QC"
"L13505296",56.70966,-111.361,"AB","PR"
"L12791482",43.785,-80.32867,"ON","ON"
"L12612487",45.39579,-73.28945,"QC","QC"
"L12648881",43.49247,-80.57741,"ON","ON"
"L13477555",45.35748,-72.62525,"QC","QC"
"L12735679",43.25488,-79.96403,"ON","ON"
"L12708165",49.69173,-95.33416,"MB","PR"
"L12810415",45.09944,-75.64082,"ON","ON"
"L12838404",43.20839,-80.69928,"ON","ON"
"L12892740",45.40012,-65.97094,"NB","AT"
"L12998287",44.8245,-79.9726,"ON","ON"
"L12998289",44.8245,-79.9726,"ON","ON"
"L12997131",45.2347,-64.0041,"NS","AT"
"L12939760",49.21397,-68.14501,"QC","QC"
"L12757268",51.14174,-114.0596,"AB","PR"
"L12714587",50.77134,-120.3339,"BC","BC"
"L12840175",49.23926,-122.5616,"BC","BC"
"L12744487",44.06665,-79.46659,"ON","ON"
"L5186753",49.26052,-98.11478,"MB","PR"
"L12918804",46.28766,-79.07721,"ON","ON"
"L12747677",45.84079,-66.67362,"NB","AT"
"L13039331",44.19153,-78.48384,"ON","ON"
"L12671256",43.21147,-79.201,"ON","ON"
"L13148396",50.93902,-114.5703,"AB","PR"
"L12787594",44.49871,-79.76904,"ON","ON"
"L12802741",49.08546,-123.0717,"BC","BC"
"L12925557",43.29479,-80.399,"ON","ON"
"L12924063",43.51407,-79.62925,"ON","ON"
"L13693073",43.39139,-80.36893,"ON","ON"
"L12776514",43.18493,-79.28099,"ON","ON"
"L13293817",53.62928,-113.8685,"AB","PR"
"L12796312",43.59171,-79.58564,"ON","ON"
"L12723616",45.31494,-75.81897,"ON","ON"
"L12711454",45.84074,-72.45159,"QC","QC"
"L13270762",43.07594,-81.37753,"ON","ON"
"L13055250",44.2169,-76.20593,"ON","ON"
"L12612981",45.47494,-71.50979,"QC","QC"
"L13963001",44.75439,-79.33271,"ON","ON"
"L12758490",42.98014,-82.37706,"ON","ON"
"L12670876",45.16313,-75.78335,"ON","ON"
"L13528897",42.66863,-81.21139,"ON","ON"
"L13456881",44.2629,-77.02956,"ON","ON"
"L13766355",43.49683,-80.57576,"ON","ON"
"L12835148",45.13468,-75.75271,"ON","ON"
"L13086389",44.91613,-76.60797,"ON","ON"
"L13939806",42.88089,-79.25736,"ON","ON"
"L12960333",43.15067,-81.3716,"ON","ON"
"L12762572",49.32547,-123.0804,"BC","BC"
"L12711645",49.07626,-122.6623,"BC","BC"
"L13913126",44.64075,-64.05996,"NS","AT"
"L12742022",49.2395,-122.7884,"BC","BC"
"L12725802",44.31414,-79.40961,"ON","ON"
"L13418077",46.54274,-84.36386,"ON","ON"
"L12761055",42.76727,-81.81804,"ON","ON"
"L13548020",44.09549,-79.48825,"ON","ON"
"L13551499",43.23953,-81.83385,"ON","ON"
"L12816453",49.17557,-123.9424,"BC","BC"
"L12772668",46.3636,-83.74535,"ON","ON"
"L12557579",43.7236,-80.96148,"ON","ON"
"L13046189",43.00588,-81.29319,"ON","ON"
"L12954869",53.33269,-105.2189,"SK","PR"
"L12725477",44.99686,-79.14223,"ON","ON"
"L12698246",48.83556,-123.4729,"BC","BC"
"L13476859",60.86067,-135.2015,"YT","North"
"L12762525",43.2317,-79.84688,"ON","ON"
"L12757499",42.79196,-81.20834,"ON","ON"
"L12580940",49.31921,-123.0648,"BC","BC"
"L13508800",49.76771,-124.407,"BC","BC"
"L13319909",44.41429,-76.46253,"ON","ON"
"L12723647",44.23596,-76.44356,"ON","ON"
"L13730348",45.37937,-75.76857,"ON","ON"
"L12739542",43.67541,-79.35503,"ON","ON"
"L13286723",43.16112,-80.75703,"ON","ON"
"L12637302",44.268,-76.59403,"ON","ON"
"L13461765",43.76147,-80.7451,"ON","ON"
"L12796187",49.49304,-119.6289,"BC","BC"
"L12711029",43.19001,-79.62566,"ON","ON"
"L14423654",43.35447,-80.30148,"ON","ON"
"L12804904",48.41306,-123.3511,"BC","BC"
"L12779291",42.60545,-80.52619,"ON","ON"
"L12711172",45.36591,-75.76234,"ON","ON"
"L12773091",44.323,-79.72203,"ON","ON"
"L12839146",49.2482,-123.0413,"BC","BC"
"L11276617",44.39807,-80.31946,"ON","ON"
"L12892529",48.39656,-123.7205,"BC","BC"
"L12848669",45.39301,-75.62299,"ON","ON"
"L12612342",49.26382,-122.9043,"BC","BC"
"L12953655",45.73782,-77.19166,"ON","ON"
"L12722502",45.48351,-75.71663,"QC","QC"
"L13989349",43.21573,-79.79039,"ON","ON"
"L12745938",45.13156,-79.17609,"ON","ON"
"L12710249",43.1327,-80.2688,"ON","ON"
"L8597910",43.68052,-79.73368,"ON","ON"
"L12789904",44.61937,-78.69288,"ON","ON"
"L12953752",49.33165,-123.0793,"BC","BC"
"L12780930",44.00456,-77.88014,"ON","ON"
"L12898774",45.02817,-75.67791,"ON","ON"
"L12858744",44.37519,-78.5241,"ON","ON"
"L12939917",43.05444,-79.05046,"ON","ON"
"L13270869",44.37304,-79.30762,"ON","ON"
"L12725402",45.3281,-75.70328,"ON","ON"
"L13655952",44.23819,-78.54475,"ON","ON"
"L13173927",49.33334,-123.065,"BC","BC"
"L12737853",53.34331,-113.7236,"AB","PR"
"L13070717",43.61024,-79.49147,"ON","ON"
"L12613230",44.47169,-80.15976,"ON","ON"
"L12834979",50.45259,-96.56824,"MB","PR"
"L12613344",52.09864,-106.6143,"SK","PR"
"L13739223",44.44933,-80.27097,"ON","ON"
"L12701492",51.01714,-114.2939,"AB","PR"
"L13085263",44.29028,-81.18386,"ON","ON"
"L13984378",42.95184,-81.22145,"ON","ON"
"L13229868",46.11472,-79.33341,"ON","ON"
"L12982894",48.41505,-123.3272,"BC","BC"
"L12762986",49.94522,-97.0789,"MB","PR"
"L12735964",44.57566,-76.28502,"ON","ON"
"L13080977",52.10946,-106.6687,"SK","PR"
"L14050769",44.17516,-76.94349,"ON","ON"
"L12752842",44.4799,-76.24202,"ON","ON"
"L12710255",44.86296,-79.71789,"ON","ON"
"L12778708",43.22431,-79.91826,"ON","ON"
"L10145097",42.41615,-82.19001,"ON","ON"
"L13762577",45.36561,-75.70929,"ON","ON"
"L12707014",45.34333,-75.94151,"ON","ON"
"L12903785",43.65845,-79.35735,"ON","ON"
"L10665455",43.42412,-80.53631,"ON","ON"
"L12929842",43.93102,-78.86349,"ON","ON"
"L12793858",43.56097,-80.24148,"ON","ON"
"L12738479",44.61038,-80.91197,"ON","ON"
"L12804017",43.65698,-79.4188,"ON","ON"
"L12746830",43.3939,-79.88731,"ON","ON"
"L12739736",45.49559,-73.87899,"QC","QC"
"L12616472",52.25574,-113.7791,"AB","PR"
"L13097496",44.61421,-80.88245,"ON","ON"
"L12967339",53.45592,-113.3948,"AB","PR"
"L10118442",43.67635,-79.2922,"ON","ON"
"L12679551",43.83537,-78.9981,"ON","ON"
"L12987017",44.33383,-78.88026,"ON","ON"
"L12797341",44.5025,-65.77879,"NS","AT"
"L12727141",44.5161,-76.23711,"ON","ON"
"L13021481",43.46272,-80.57092,"ON","ON"
"L12714693",43.56855,-79.71613,"ON","ON"
"L12760483",46.34651,-63.06101,"PE","AT"
"L12740156",45.34372,-75.66153,"ON","ON"
"L13381141",46.36846,-60.96155,"NS","AT"
"L12745638",49.14187,-123.0922,"BC","BC"
"L14271009",49.12386,-122.8413,"BC","BC"
"L11116644",46.37893,-63.04567,"PE","AT"
"L12999228",53.47442,-113.5006,"AB","PR"
"L12677174",43.73779,-79.35237,"ON","ON"
"L13291225",43.18658,-79.55714,"ON","ON"
"L12613641",49.20644,-123.9757,"BC","BC"
"L13227864",44.5589,-80.94655,"ON","ON"
"L10495722",42.03299,-82.74325,"ON","ON"
"L12783412",43.90885,-78.79165,"ON","ON"
"L13202586",43.72592,-79.82596,"ON","ON"
"L12836339",44.27399,-77.12385,"ON","ON"
"L13406217",44.68554,-63.56171,"NS","AT"
"L14385223",44.48071,-64.79788,"NS","AT"
"L12729517",45.28648,-73.887,"QC","QC"
"L12734843",45.08898,-72.67654,"QC","QC"
"L12721615",43.48358,-81.71143,"ON","ON"
"L12721451",49.5084,-117.4001,"BC","BC"
"L10505960",44.5319,-79.72845,"ON","ON"
"L12873943",44.38769,-64.23388,"NS","AT"
"L12728973",44.6166,-79.48208,"ON","ON"
"L13250247",44.50878,-76.24349,"ON","ON"
"L12659051",44.67754,-75.7948,"ON","ON"
"L12768768",44.32123,-79.54648,"ON","ON"
"L11110936",53.21896,-114.9612,"AB","PR"
"L13301568",50.49704,-104.6605,"SK","PR"
"L12618542",45.26185,-75.72392,"ON","ON"
"L12726345",44.58176,-80.87534,"ON","ON"
"L12722956",49.27462,-123.0549,"BC","BC"
"L13019549",45.41712,-73.90249,"QC","QC"
"L13097604",62.44166,-114.4082,"NT","North"
"L12760648",46.00325,-74.01923,"QC","QC"
"L12801732",43.71528,-80.48185,"ON","ON"
"L13867487",50.65847,-96.98406,"MB","PR"
"L12790456",43.29712,-80.95372,"ON","ON"
"L13147095",43.96162,-79.84807,"ON","ON"
"L12624586",43.67737,-79.39526,"ON","ON"
"L12795470",50.45578,-104.6564,"SK","PR"
"L13164534",53.48629,-113.4025,"AB","PR"
"L12704620",43.97747,-79.05726,"ON","ON"
"L12725694",50.64589,-119.9881,"BC","BC"
"L13984963",43.51692,-80.57725,"ON","ON"
"L12825145",52.60764,-110.7855,"AB","PR"
"L12704987",49.90406,-97.03264,"MB","PR"
"L12716341",53.50063,-113.5727,"AB","PR"
"L12761189",53.60787,-116.1401,"AB","PR"
"L13412325",43.41844,-80.69566,"ON","ON"
"L13388759",43.68964,-79.42426,"ON","ON"
"L13755771",52.08696,-114.966,"AB","PR"
"L12724328",53.90663,-122.7735,"BC","BC"
"L12795089",44.23657,-76.51187,"ON","ON"
"L12794321",48.68596,-123.5945,"BC","BC"
"L12790159",49.25168,-123.1837,"BC","BC"
"L12674682",46.86362,-71.36617,"QC","QC"
"L12850875",50.34398,-113.7868,"AB","PR"
"L12747062",43.77136,-80.09653,"ON","ON"
"L12617419",43.88556,-79.24646,"ON","ON"
"L12738781",44.0868,-77.59264,"ON","ON"
"L12624684",44.72867,-63.66795,"NS","AT"
"L12899742",43.64126,-79.50789,"ON","ON"
"L12878732",43.68891,-79.27562,"ON","ON"
"L12997275",44.2991,-76.355,"ON","ON"
"L12668742",43.66132,-79.48646,"ON","ON"
"L12668809",45.56962,-77.26665,"ON","ON"
"L12861281",45.22452,-72.49996,"QC","QC"
"L12737191",49.47787,-119.5576,"BC","BC"
"L12712753",47.57631,-52.72277,"NL","AT"
"L13826272",43.40124,-80.5415,"ON","ON"
"L12698582",43.43861,-80.51826,"ON","ON"
"L12709336",43.48418,-79.69582,"ON","ON"
"L12726551",46.37016,-82.61882,"ON","ON"
"L12844596",43.94364,-77.24362,"ON","ON"
"L12732089",43.73988,-79.3431,"ON","ON"
"L12757832",49.42821,-119.577,"BC","BC"
"L12714342",46.46505,-84.06493,"ON","ON"
"L12761188",49.37349,-123.3329,"BC","BC"
"L12748151",45.54226,-73.91727,"QC","QC"
"L12650083",50.57437,-113.8794,"AB","PR"
"L12743214",43.94639,-78.30338,"ON","ON"
"L12766653",44.8948,-76.25366,"ON","ON"
"L12753614",43.49939,-80.55505,"ON","ON"
"L13212178",43.87549,-78.95545,"ON","ON"
"L12616018",43.52174,-79.60831,"ON","ON"
"L12736563",44.03782,-79.1988,"ON","ON"
"L12657610",49.82273,-97.09892,"MB","PR"
"L13254654",43.56278,-80.25394,"ON","ON"
"L12724014",44.62144,-79.49553,"ON","ON"
"L12752018",43.52843,-80.2428,"ON","ON"
"L13707977",42.79534,-80.20098,"ON","ON"
"L12725502",46.34779,-74.16655,"QC","QC"
"L12768725",46.22894,-74.97367,"QC","QC"
"L12613410",47.41243,-69.80073,"QC","QC"
"L12845612",51.05773,-114.1346,"AB","PR"
"L12716978",45.44254,-75.54169,"ON","ON"
"L12780079",50.12846,-96.88622,"MB","PR"
"L12702129",49.14769,-123.1602,"BC","BC"
"L12615443",44.58649,-75.7022,"ON","ON"
"L12666831",45.53215,-73.45786,"QC","QC"
"L12613625",45.50951,-73.51284,"QC","QC"
"L12795800",43.94187,-78.85477,"ON","ON"
"L12736699",44.37358,-77.45391,"ON","ON"
"L12566948",45.47886,-73.63898,"QC","QC"
"L12713493",45.44366,-75.6058,"ON","ON"
"L12724178",43.88708,-79.42183,"ON","ON"
"L12572269",52.95977,-122.4282,"BC","BC"
"L12773463",49.79666,-125.0136,"BC","BC"
"L12798248",49.26772,-123.1506,"BC","BC"
"L13043702",43.14134,-79.26521,"ON","ON"
"L12755880",49.2026,-124.0382,"BC","BC"
"L12732058",43.66023,-79.57349,"ON","ON"
"L12664025",44.28259,-79.545,"ON","ON"
"L12627497",49.23254,-123.0794,"BC","BC"
"L12817918",43.20413,-79.91925,"ON","ON"
"L12700832",43.26886,-79.89788,"ON","ON"
"L12915731",43.77434,-79.34822,"ON","ON"
"L12627276",43.21468,-79.98596,"ON","ON"
"L12904928",43.46897,-80.60075,"ON","ON"
"L12622130",50.03107,-125.2711,"BC","BC"
"L13983910",51.45111,-114.4719,"AB","PR"
"L12739007",53.41655,-113.5099,"AB","PR"
"L12643197",48.78232,-123.6674,"BC","BC"
"L12754574",53.69948,-113.2176,"AB","PR"
"L13692258",44.09271,-78.34107,"ON","ON"
"L12967471",43.55801,-80.25406,"ON","ON"
"L12811109",48.78768,-123.7176,"BC","BC"
"L13401533",48.78622,-123.7154,"BC","BC"
"L12640099",45.38067,-65.99667,"NB","AT"
"L12737166",44.35007,-79.66034,"ON","ON"
"L12677655",42.99903,-79.41993,"ON","ON"
"L12695858",54.84325,-113.2101,"AB","PR"
"L12781946",49.88524,-97.31809,"MB","PR"
