"loc_id","latitude","longitude","Prov","region","BlockCode","bcr"
"L34305",43.04226,-79.309244,"ON","ON","17TPH",13
"L18802",43.2980667,-80.2904034,"ON","ON","17TNH",13
"L79343",45.1750934,-75.8285169,"ON","ON","18TVR",13
"L29298",42.88333,-82.433333,"ON","ON","17TLH",13
"L104707",43.3327872,-79.789744,"ON","ON","17TNH",13
"L35587",43.433,-80.501,"ON","ON","17TNJ",13
"L30901",45.0818241,-75.7004356,"ON","ON","18TVQ",13
"L41287",42.83333,-80.3,"ON","ON","17TNH",13
"L363865",49.84783,-99.98145,"MB","PR","14UMA",11
"L41182",43.635,-79.494,"ON","ON","17TPJ",13
"L34048",42.968,-81.316,"ON","ON","17TMH",13
"L20563",45.65,-79.85,"ON","ON","17TNL",12
"L20356",43.898,-79.406,"ON","ON","17TPJ",13
"L20357",42.65,-82,"ON","ON","17TMH",13
"L20665",50.33333,-102.25,"SK","PR","13UFR",11
"L20666",42.414,-82.191,"ON","ON","17TMG",13
"L20668",43.226,-79.987,"ON","ON","17TNH",13
"L20669",43.674,-79.406,"ON","ON","17TPJ",13
"L20670",43.203,-79.926,"ON","ON","17TNH",13
"L20671",49.08333,-117.8,"BC","BC","11UMQ",10
"L20359",44.283,-78.325,"ON","ON","17TQK",13
"L20360",46.25,-83.883333,"ON","ON","17TKM",12
"L20361",44.1,-77.583333,"ON","ON","18TTP",13
"L20674",48.289,-89.288,"ON","ON","16TCU",12
"L20675",43.53333,-80.55,"ON","ON","17TNJ",13
"L20362",45.13333,-76.15,"ON","ON","18TVQ",13
"L20364",44.283,-78.325,"ON","ON","17TQK",13
"L20378",51.05,-114.08333,"AB","PR","11UQS",11
"L20379",49.849,-97.287,"MB","PR","14UPA",11
"L20380",42.975,-82.385,"ON","ON","17TLH",13
"L20381",49.228,-123.185,"BC","BC","10UDV",5
"L20691",49.297,-122.845,"BC","BC","10UEV",5
"L20692",43.226,-79.987,"ON","ON","17TNH",13
"L20383",48.76667,-80.683333,"ON","ON","17UNQ",8
"L20693",49.78333,-93.2,"ON","ON","15UVR",12
"L20694",42.966,-81.269,"ON","ON","17TMH",13
"L20384",51.05,-114.08333,"AB","PR","11UQS",11
"L20695",44.23308,-76.501794,"ON","ON","18TUP",13
"L20385",44.43333,-78.266667,"ON","ON","17TQK",13
"L20386",49.08333,-117.8,"BC","BC","11UMQ",10
"L20387",51.191,-114.467,"AB","PR","11UPS",11
"L20696",42.7,-81.083333,"ON","ON","17TMH",13
"L20388",45.22432,-77.941103,"ON","ON","18TTR",12
"L20389",50.97,-114.089,"AB","PR","11UQS",11
"L20390",48.53333,-80.466667,"ON","ON","17TNP",8
"L20391",43.346,-79.847,"ON","ON","17TNH",13
"L20697",60.71838,-135.063,"YT","North","08VMN",4
"L20750",46.23333,-76.016667,"QC","QC","18TVS",12
"L20751",55.31667,-123.08333,"BC","BC","10UDG",10
"L20837",45.23333,-76.2,"ON","ON","18TVR",13
"L20495",49.08333,-55.25,"NL","AT","21UXQ",8
"L20838",43.348,-79.78,"ON","ON","17TNJ",13
"L20496",45.5978,-75.6169,"QC","QC","18TVR",12
"L20497",45.15,-75.65,"ON","ON","18TVQ",13
"L20854",46.31667,-78.7,"ON","ON","17TPM",12
"L20498",43.795,-79.267,"ON","ON","17TPJ",13
"L20880",48.75,-91.616667,"ON","ON","15UXQ",12
"L20519",43.601,-79.593,"ON","ON","17TPJ",13
"L20881",45.964,-66.685,"NB","AT","19TFL",14
"L20882",48.406,-89.248,"ON","ON","16TCU",12
"L20548",49.341,-123.263,"BC","BC","10UDV",5
"L20936",42.38333,-81.85,"ON","ON","17TMG",13
"L20996",45.476,-73.614,"QC","QC","18TXR",13
"L20634",48.38333,-123.71667,"BC","BC","10TDU",5
"L21000",43.671,-79.753,"ON","ON","17TPJ",13
"L20635",43.865,-79.434,"ON","ON","17TPJ",13
"L21001",48.406,-89.248,"ON","ON","16TCU",12
"L21002",44.3,-77.55,"ON","ON","18TTQ",13
"L20650",50.993,-114.04,"AB","PR","11UQS",11
"L21016",53.7092,-114.19374,"AB","PR","11UPV",6
"L21017",48.66667,-86.283333,"ON","ON","16TEU",8
"L20651",43.475,-79.707,"ON","ON","17TPJ",13
"L21018",44,-78.016667,"ON","ON","17TQJ",13
"L21019",51.1836,-115.5646,"AB","PR","11UPS",10
"L21020",60.31561,-134.27124,"YT","North","08VNM",4
"L21021",43.932,-80.107,"ON","ON","17TNJ",13
"L20652",45.5978,-75.6169,"QC","QC","18TVR",12
"L21022",48.289,-89.288,"ON","ON","16TCU",12
"L20655",44.13333,-78.35,"ON","ON","17TQJ",13
"L20732",47.033,-65.181,"NB","AT","20TLT",14
"L20733",45.78333,-74.083333,"QC","QC","18TWR",12
"L20743",44.75,-65.516667,"NS","AT","20TLQ",14
"L20761",52.13,-106.615,"SK","PR","13UCT",11
"L20873",47.517,-52.822,"NL","AT","22TCT",8
"L21742",43.96667,-78.75,"ON","ON","17TPJ",13
"L22067",43.932,-80.107,"ON","ON","17TNJ",13
"L22520",48.46667,-81.216667,"ON","ON","17TMP",8
"L22423",48.369,-89.353,"ON","ON","16TCU",12
"L23844",45.957,-66.655,"NB","AT","19TFL",14
"L23845",43.03333,-80.883333,"ON","ON","17TNH",13
"L23861",43.875,-78.932,"ON","ON","17TPJ",13
"L23863",48.78333,-123.7,"BC","BC","10UDV",5
"L23864",48.78333,-123.7,"BC","BC","10UDV",5
"L23865",43.226,-79.987,"ON","ON","17TNH",13
"L23520",47.03333,-65.5,"NB","AT","20TLT",14
"L23521",46.101,-64.788,"NB","AT","20TLS",14
"L23871",46.37,-72.626,"QC","QC","18TXS",13
"L23897",53.459,-113.141,"AB","PR","12UUE",11
"L23549",48.425,-71.023,"QC","QC","19TCP",8
"L23901",48.573,-71.635,"QC","QC","19TCP",8
"L23919",51.112,-114.091,"AB","PR","11UQS",11
"L23612",52.3091,-114.0977,"AB","PR","11UPT",6
"L24052",49.267,-122.929,"BC","BC","10UEV",5
"L24087",49.68333,-103.86667,"SK","PR","13UER",11
"L25807",43.65,-79.916667,"ON","ON","17TNJ",13
"L26274",49.818,-97.272,"MB","PR","14UPA",11
"L26276",55.78333,-118.83333,"AB","PR","11ULB",6
"L26322",43.693,-79.311,"ON","ON","17TPJ",13
"L26080",48.76667,-123.45,"BC","BC","10UDV",5
"L26332",48.8492,-123.5017,"BC","BC","10UDV",5
"L26336",43.601,-79.593,"ON","ON","17TPJ",13
"L26337",45.426,-73.89,"QC","QC","18TWR",13
"L26101",50.33333,-102.25,"SK","PR","13UFR",11
"L26104",50.267,-66.395,"QC","QC","19UFR",8
"L26369",43.697,-79.533,"ON","ON","17TPJ",13
"L26432",45.05,-78.516667,"ON","ON","17TPK",12
"L26184",45.68333,-75.933333,"QC","QC","18TVR",12
"L26433",45.36667,-63.266667,"NS","AT","20TMR",14
"L26185",48.95,-125.55,"BC","BC","10UCV",5
"L26437",44,-79.683333,"ON","ON","17TPJ",13
"L26452",45.467,-65.888,"NB","AT","20TKR",14
"L26453",44.96667,-64.066667,"NS","AT","20TMQ",14
"L26189",49.4,-54.283333,"NL","AT","21UXQ",8
"L26205",46.108,-64.752,"NB","AT","20TLS",14
"L26207",45.256,-71.852,"QC","QC","19TBL",14
"L26455",44.48333,-66.083333,"NS","AT","19TGK",14
"L26209",44.283,-78.325,"ON","ON","17TQK",13
"L26456",52.11667,-101,"MB","PR","14ULC",6
"L26457",52.155,-106.637,"SK","PR","13UCT",11
"L26464",44.37498,-78.383374,"ON","ON","17TQK",13
"L26512",48.53333,-89.566667,"ON","ON","16TCU",12
"L26519",43.832,-79.114,"ON","ON","17TPJ",13
"L26534",43.69,-79.397,"ON","ON","17TPJ",13
"L26271",44.3,-78.55,"ON","ON","17TPK",13
"L26539",43.782,-79.305,"ON","ON","17TPJ",13
"L26358",44.319,-78.325,"ON","ON","17TQK",13
"L26540",44.05,-79.442,"ON","ON","17TPJ",13
"L26541",44.128,-79.463,"ON","ON","17TPJ",13
"L26543",43.95,-78.3,"ON","ON","17TQJ",13
"L26544",44.56667,-78.983333,"ON","ON","17TPK",13
"L26361",44.48333,-75.883333,"ON","ON","18TVQ",13
"L26547",43.334,-79.796,"ON","ON","17TNH",13
"L26562",48.425,-71.023,"QC","QC","19TCP",8
"L26362",43.65,-79.483,"ON","ON","17TPJ",13
"L26563",43.86862,-79.858518,"ON","ON","17TNJ",13
"L26564",44.56667,-80.433333,"ON","ON","17TNK",13
"L26565",43.911,-78.871,"ON","ON","17TPJ",13
"L26566",43.124,-79.937,"ON","ON","17TNH",13
"L26567",46.23333,-79.15,"ON","ON","17TPM",12
"L26568",44.15,-78.833333,"ON","ON","17TPJ",13
"L26569",45.05,-78.516667,"ON","ON","17TPK",12
"L26570",43.758,-79.813,"ON","ON","17TNJ",13
"L26571",44.1,-78.95,"ON","ON","17TPJ",13
"L26366",49.815,-97.172,"MB","PR","14UPA",11
"L26386",44.25,-78.166667,"ON","ON","17TQK",13
"L26591",43.25,-79.066667,"ON","ON","17TPH",13
"L26411",43.704,-79.385,"ON","ON","17TPJ",13
"L26804",44.18333,-78.416667,"ON","ON","17TQJ",13
"L27143",45.363,-75.689,"ON","ON","18TVR",13
"L26969",45.11667,-79.583333,"ON","ON","17TPK",12
"L27196",43.537,-79.694,"ON","ON","17TPJ",13
"L27048",46.347,-72.547,"QC","QC","18TXS",13
"L27237",46.37,-72.626,"QC","QC","18TXS",13
"L27244",43.79,-79.41,"ON","ON","17TPJ",13
"L27109",43.369,-79.82,"ON","ON","17TNJ",13
"L27279",43.475,-79.707,"ON","ON","17TPJ",13
"L27131",43.65,-79.483,"ON","ON","17TPJ",13
"L27489",45.024,-74.751,"ON","ON","18TWQ",13
"L27493",49.051,-122.277,"BC","BC","10UEV",5
"L27496",46.2,-82.35,"ON","ON","17TLM",12
"L27319",43.95,-78.95,"ON","ON","17TPJ",13
"L27321",43.812,-79.209,"ON","ON","17TPJ",13
"L27322",44,-77.883333,"ON","ON","18TTP",13
"L27498",42.88333,-79.05,"ON","ON","17TPH",13
"L27499",43.568,-79.581,"ON","ON","17TPJ",13
"L27323",43.711,-79.362,"ON","ON","17TPJ",13
"L27500",43.711,-79.362,"ON","ON","17TPJ",13
"L27324",43.728,-79.233,"ON","ON","17TPJ",13
"L27515",43.758,-79.324,"ON","ON","17TPJ",13
"L27341",43.101,-79.077,"ON","ON","17TPH",13
"L27356",46.08333,-79.366667,"ON","ON","17TPM",12
"L27577",43.275,-79.966,"ON","ON","17TNH",13
"L27607",43.275,-79.966,"ON","ON","17TNH",13
"L27627",45.36667,-63.266667,"NS","AT","20TMR",14
"L27398",43.006,-81.234,"ON","ON","17TMH",13
"L27723",45.55,-75.3,"ON","ON","18TVR",13
"L27824",49.024,-123.083,"BC","BC","10UDV",5
"L27829",49.023,-122.801,"BC","BC","10UEV",5
"L27834",44.45,-79.516667,"ON","ON","17TPK",13
"L27853",55.91273,-119.82657,"AB","PR","11ULB",6
"L27585",43.693,-79.311,"ON","ON","17TPJ",13
"L27855",46.65,-64.866667,"NB","AT","20TLS",14
"L27856",44.1,-79.116667,"ON","ON","17TPJ",13
"L27590",43.101,-79.077,"ON","ON","17TPH",13
"L27591",44.45,-80.216667,"ON","ON","17TNK",13
"L27592",43.25,-79.066667,"ON","ON","17TPH",13
"L27858",43.98333,-77.233333,"ON","ON","18TUP",13
"L27859",43.868,-79.034,"ON","ON","17TPJ",13
"L27860",43.4,-80.033333,"ON","ON","17TNJ",13
"L27598",42.61667,-80.466667,"ON","ON","17TNH",13
"L27862",44.25,-79.466667,"ON","ON","17TPK",13
"L27877",43.671,-79.753,"ON","ON","17TPJ",13
"L27878",43.917,-78.685,"ON","ON","17TPJ",13
"L27613",43.75,-79.444,"ON","ON","17TPJ",13
"L27880",44.192,-79.7044,"ON","ON","17TPJ",13
"L27881",48.289,-89.288,"ON","ON","16TCU",12
"L27615",43.762,-79.198,"ON","ON","17TPJ",13
"L27882",44.192,-79.7044,"ON","ON","17TPJ",13
"L27883",43.88,-79.43,"ON","ON","17TPJ",13
"L27884",43.61667,-80.033333,"ON","ON","17TNJ",13
"L27622",43.65,-79.483,"ON","ON","17TPJ",13
"L27905",43.65,-79.483,"ON","ON","17TPJ",13
"L27914",43.817,-79.369,"ON","ON","17TPJ",13
"L27917",46.9076,-71.317363,"QC","QC","19TCM",12
"L27671",45.468,-75.54,"ON","ON","18TVR",13
"L27942",42.95,-79.066667,"ON","ON","17TPH",13
"L27706",43.896,-78.897,"ON","ON","17TPJ",13
"L27724",43.384,-79.736,"ON","ON","17TPJ",13
"L27989",44.38333,-76.766667,"ON","ON","18TUQ",13
"L27990",43.88333,-79.733333,"ON","ON","17TPJ",13
"L27727",45.41667,-80.1,"ON","ON","17TNL",12
"L27728",43.697,-79.415,"ON","ON","17TPJ",13
"L27991",48.418,-123.328,"BC","BC","10TDU",5
"L27992",43.801,-79.321,"ON","ON","17TPJ",13
"L27730",44.61667,-79.416667,"ON","ON","17TPK",13
"L28074",49.332,-123.027,"BC","BC","10UDV",5
"L28078",44.9,-76.25,"ON","ON","18TVQ",12
"L28082",44.73333,-66.75,"NB","AT","19TFK",14
"L27864",43.185,-79.254,"ON","ON","17TPH",13
"L28183",45.501,-73.806,"QC","QC","18TWR",13
"L27986",45.5023,-73.5677,"QC","QC","18TXR",13
"L28034",44.78333,-78.65,"ON","ON","17TPK",12
"L28087",46.302,-60.906,"NS","AT","20TPS",14
"L28304",43.628,-79.523,"ON","ON","17TPJ",13
"L28092",48.61667,-80.633333,"ON","ON","17TNP",8
"L28306",42.6,-81.6,"ON","ON","17TMH",13
"L28094",43.656,-79.556,"ON","ON","17TPJ",13
"L28364",44.55,-81.166667,"ON","ON","17TMK",13
"L28117",44.67,-63.552,"NS","AT","20TMQ",14
"L28118",43.78,-79.381,"ON","ON","17TPJ",13
"L28369",43.71667,-81.483333,"ON","ON","17TMJ",13
"L28230",43.832,-79.114,"ON","ON","17TPJ",13
"L28563",44.371,-79.686,"ON","ON","17TPK",13
"L28337",48.289,-89.288,"ON","ON","16TCU",12
"L28651",43.86667,-79.866667,"ON","ON","17TNJ",13
"L28407",52.106,-106.596,"SK","PR","13UCT",11
"L28519",43.15,-80.9,"ON","ON","17TNH",13
"L28810",43.729,-79.338,"ON","ON","17TPJ",13
"L28530",49.228,-123.185,"BC","BC","10UDV",5
"L28556",47.5,-79.666667,"ON","ON","17TPN",12
"L28558",48.66667,-86.416667,"ON","ON","16TEU",8
"L28845",44.3,-77.8,"ON","ON","18TTQ",13
"L28846",45.85,-76.733333,"QC","QC","18TUR",12
"L28873",43.997,-79.23,"ON","ON","17TPJ",13
"L28602",43.762,-79.198,"ON","ON","17TPJ",13
"L28878",53.41667,-117.56667,"AB","PR","11UMV",6
"L28609",44.45,-79.733333,"ON","ON","17TPK",13
"L28638",44.16667,-80.816667,"ON","ON","17TNJ",13
"L28658",47.95,-69.2,"QC","QC","19TDP",14
"L28664",43.554,-80.268,"ON","ON","17TNJ",13
"L28665",53.21667,-114.98333,"AB","PR","11UPU",6
"L28666",45.401,-75.659,"ON","ON","18TVR",13
"L28955",42.85,-80.733333,"ON","ON","17TNH",13
"L28956",46.398,-63.789,"PE","AT","20TMS",14
"L28958",43.65095,-79.921532,"ON","ON","17TNJ",13
"L28667",50.43333,-100.56667,"MB","PR","14ULA",11
"L28983",42.85,-80.733333,"ON","ON","17TNH",13
"L28690",45.51667,-74.65,"ON","ON","18TWR",13
"L28691",43.716,-79.405,"ON","ON","17TPJ",13
"L28692",52.76667,-111.68333,"AB","PR","12UVD",11
"L28712",43.101,-79.077,"ON","ON","17TPH",13
"L28987",49.1906,-98.0996,"MB","PR","14UNV",11
"L28714",44.629,-63.613,"NS","AT","20TMQ",14
"L29063",50.23333,-121.56667,"BC","BC","10UFA",9
"L29067",47.7857,-65.7188,"NB","AT","20TKT",14
"L29089",48.488,-123.411,"BC","BC","10TDU",5
"L28796",44.006,-77.143,"ON","ON","18TUP",13
"L29095",44.03333,-78.15,"ON","ON","17TQJ",13
"L28797",43.363,-80.326,"ON","ON","17TNJ",13
"L28798",43.363,-80.326,"ON","ON","17TNJ",13
"L28799",44.03333,-77.733333,"ON","ON","18TTP",13
"L28800",48.43333,-77.633333,"QC","QC","18TUU",8
"L28801",42.968,-81.316,"ON","ON","17TMH",13
"L29097",43.86667,-80.066667,"ON","ON","17TNJ",13
"L28806",43.75,-80.116667,"ON","ON","17TNJ",13
"L29126",44.18333,-76.783333,"ON","ON","18TUP",13
"L28830",45.47,-73.8,"QC","QC","18TWR",13
"L29147",43.25,-79.066667,"ON","ON","17TPH",13
"L29236",52.36667,-114.91667,"AB","PR","11UPU",6
"L29260",44.03333,-77.733333,"ON","ON","18TTP",13
"L28944",44.05304,-79.459105,"ON","ON","17TPJ",13
"L28992",43.61667,-80.033333,"ON","ON","17TNJ",13
"L29000",43.031,-81.255,"ON","ON","17TMH",13
"L29294",45.44074,-73.678207,"QC","QC","18TXR",13
"L29342",43.782,-79.305,"ON","ON","17TPJ",13
"L29218",45.2,-72.35,"QC","QC","18TYR",14
"L29224",47.6498,-52.7326,"NL","AT","22TCT",8
"L29225",43.242,-79.897,"ON","ON","17TNH",13
"L29512",43.242,-79.897,"ON","ON","17TNH",13
"L29513",43.69,-79.432,"ON","ON","17TPJ",13
"L29514",44.95,-65.066667,"NS","AT","20TLQ",14
"L29685",44.226,-76.486,"ON","ON","18TUP",13
"L29663",42.78333,-80.2,"ON","ON","17TNH",13
"L30064",45.426,-73.89,"QC","QC","18TWR",13
"L29846",44.18333,-76.783333,"ON","ON","18TUP",13
"L29855",42.98333,-81.066667,"ON","ON","17TMH",13
"L29881",43.65095,-79.921532,"ON","ON","17TNJ",13
"L29901",42.65,-81.75,"ON","ON","17TMH",13
"L29907",44.3,-79.366667,"ON","ON","17TPK",13
"L29909",54.76667,-111.96667,"AB","PR","12UVF",6
"L30146",44.16667,-80.816667,"ON","ON","17TNJ",13
"L29910",50.1084,-120.7896,"BC","BC","10UFA",9
"L29911",44.11667,-79.566667,"ON","ON","17TPJ",13
"L29925",53.487,-113.023,"AB","PR","12UUE",11
"L29926",49.45,-120.51667,"BC","BC","10UFV",9
"L30166",45.88915,-74.158831,"QC","QC","18TWR",12
"L29937",45.303,-75.854,"ON","ON","18TVR",13
"L29953",44.05,-79.442,"ON","ON","17TPJ",13
"L30191",45.03333,-64.833333,"NS","AT","20TLQ",14
"L30192",43.38,-79.76,"ON","ON","17TPJ",13
"L30193",43.753,-79.381,"ON","ON","17TPJ",13
"L30194",52.106,-106.596,"SK","PR","13UCT",11
"L29958",45.13333,-79.783333,"ON","ON","17TNK",12
"L30195",44.58333,-75.683333,"ON","ON","18TVQ",13
"L30198",44.06667,-80.2,"ON","ON","17TNJ",13
"L29963",49.2,-123.83333,"BC","BC","10UDV",5
"L30199",45.23333,-75.466667,"ON","ON","18TVR",13
"L30200",45.598,-73.668,"QC","QC","18TXR",13
"L29965",54.06667,-124.55,"BC","BC","10UCE",10
"L30201",43.98333,-77.233333,"ON","ON","18TUP",13
"L30202",43.768,-79.211,"ON","ON","17TPJ",13
"L30203",45.256,-71.852,"QC","QC","19TBL",14
"L30218",42.995,-81.246,"ON","ON","17TMH",13
"L30230",43.729,-79.394,"ON","ON","17TPJ",13
"L30312",44.283,-78.325,"ON","ON","17TQK",13
"L30070",45.9,-77.283333,"ON","ON","18TUR",12
"L30314",50.15,-96.866667,"MB","PR","14UPA",6
"L30071",45.27,-75.76,"ON","ON","18TVR",13
"L30315",49.35,-98.183333,"MB","PR","14UNV",11
"L30072",44.91667,-75.833333,"ON","ON","18TVQ",13
"L30330",43.537,-79.694,"ON","ON","17TPJ",13
"L30331",48.437,-123.409,"BC","BC","10TDU",5
"L30332",45.43333,-75.833333,"QC","QC","18TVR",12
"L30073",45.35,-76.033333,"ON","ON","18TVR",13
"L30074",45.481,-75.508,"ON","ON","18TVR",13
"L30075",45.358,-75.726,"ON","ON","18TVR",13
"L30076",45.412,-75.634,"ON","ON","18TVR",13
"L30334",43.377,-80.312,"ON","ON","17TNJ",13
"L30335",43.997,-79.23,"ON","ON","17TPJ",13
"L30092",43.275,-79.966,"ON","ON","17TNH",13
"L30336",43.15665,-79.249392,"ON","ON","17TPH",13
"L30093",50.633,-96.986,"MB","PR","14UPB",6
"L30094",44.05,-79.442,"ON","ON","17TPJ",13
"L30095",45.6,-76.5,"QC","QC","18TUR",12
"L30337",42.9,-79.6,"ON","ON","17TPH",13
"L30096",45.473,-75.503,"ON","ON","18TVR",13
"L30098",43.275,-79.966,"ON","ON","17TNH",13
"L30099",45.957,-66.655,"NB","AT","19TFL",14
"L30100",45.459,-75.56,"ON","ON","18TVR",13
"L30338",45.376,-71.943,"QC","QC","19TBL",14
"L30102",44.43333,-79.15,"ON","ON","17TPK",13
"L30133",45.28333,-75.283333,"ON","ON","18TVR",13
"L30442",43.554,-80.268,"ON","ON","17TNJ",13
"L30273",44.781,-63.691,"NS","AT","20TMQ",14
"L30352",50.636,-120.246,"BC","BC","10UFB",9
"L30353",43.843,-79.003,"ON","ON","17TPJ",13
"L30625",44.237,-76.555,"ON","ON","18TUP",13
"L30402",44.25,-79.466667,"ON","ON","17TPK",13
"L30643",43.203,-79.926,"ON","ON","17TNH",13
"L30438",44.5,-80.483333,"ON","ON","17TNK",13
"L30663",51.04814,-114.06023,"AB","PR","11UQS",11
"L30664",44.55,-76.133333,"ON","ON","18TVQ",13
"L30603",43.782,-79.305,"ON","ON","17TPJ",13
"L30798",42.91667,-81.416667,"ON","ON","17TMH",13
"L30750",45.38333,-73.75,"QC","QC","18TWR",13
"L30827",52.1,-101.26667,"MB","PR","14ULC",6
"L30862",44.01667,-79.816667,"ON","ON","17TNJ",13
"L30777",49.03333,-95.633333,"MB","PR","15UUQ",12
"L30872",49.01667,-95.35,"MB","PR","15UUQ",12
"L30887",50.633,-96.986,"MB","PR","14UPB",6
"L30832",43.06667,-81.833333,"ON","ON","17TMH",13
"L30913",49.13333,-121.95,"BC","BC","10UEV",5
"L30935",47.1,-70.35,"QC","QC","19TCN",13
"L31037",46.98333,-70.55,"QC","QC","19TCN",13
"L30961",43.697,-79.415,"ON","ON","17TPJ",13
"L31041",48.446,-123.511,"BC","BC","10TDU",5
"L31141",45.459,-75.56,"ON","ON","18TVR",13
"L31071",44.43333,-81.4,"ON","ON","17TMK",13
"L31072",44.43333,-81.4,"ON","ON","17TMK",13
"L31234",44.393,-79.667,"ON","ON","17TPK",13
"L31249",44.371,-79.686,"ON","ON","17TPK",13
"L31108",45.957,-66.655,"NB","AT","19TFL",14
"L31127",44.251,-76.471,"ON","ON","18TUQ",13
"L31134",45.08333,-63.433333,"NS","AT","20TMQ",14
"L31286",45.13333,-76.15,"ON","ON","18TVQ",13
"L31184",43.728,-79.233,"ON","ON","17TPJ",13
"L31339",45.413,-73.932,"QC","QC","18TWR",13
"L31191",43.71667,-81.483333,"ON","ON","17TMJ",13
"L31372",43.743,-79.357,"ON","ON","17TPJ",13
"L31264",44.43333,-81.4,"ON","ON","17TMK",13
"L31274",45.505,-73.617,"QC","QC","18TXR",13
"L31295",43.547,-80.234,"ON","ON","17TNJ",13
"L31480",45.451,-75.744,"QC","QC","18TVR",12
"L31323",43.542,-79.609,"ON","ON","17TPJ",13
"L31527",45.46667,-66.133333,"NB","AT","19TGL",14
"L31590",44.6,-81.083333,"ON","ON","17TMK",13
"L31614",49.15,-125.9,"BC","BC","10UBV",5
"L31623",43.74,-79.26,"ON","ON","17TPJ",13
"L31457",45.33139,-79.017205,"ON","ON","17TPL",12
"L31644",45.236,-75.707,"ON","ON","18TVR",13
"L31487",44.3,-64.333333,"NS","AT","20TLQ",14
"L31855",43.433,-80.501,"ON","ON","17TNJ",13
"L31860",43.753,-79.4,"ON","ON","17TPJ",13
"L31607",43.428,-79.754,"ON","ON","17TPJ",13
"L31906",47.574,-52.721,"NL","AT","22TCT",8
"L31610",43.65,-79.916667,"ON","ON","17TNJ",13
"L31907",48.95,-57.95,"NL","AT","21UVQ",8
"L31731",45.447,-75.672,"QC","QC","18TVR",13
"L32099",44.7903,-63.7188,"NS","AT","20TMQ",14
"L32137",48.787,-123.283,"BC","BC","10UDV",5
"L31815",45.46604,-76.080565,"ON","ON","18TVR",13
"L31816",44.06667,-80.2,"ON","ON","17TNJ",13
"L31817",49.268,-123.201,"BC","BC","10UDV",5
"L32211",45.13333,-75.716667,"ON","ON","18TVQ",13
"L32214",49.01667,-88.266667,"ON","ON","16UDV",8
"L31819",44.15,-78.45,"ON","ON","17TQJ",13
"L31834",43.275,-79.966,"ON","ON","17TNH",13
"L31835",45.73333,-76.85,"ON","ON","18TUR",13
"L32250",48.787,-123.283,"BC","BC","10UDV",5
"L32270",53.7,-132.18333,"BC","BC","08UPE",5
"L32304",44.237,-76.555,"ON","ON","18TUP",13
"L32493",48.95,-57.95,"NL","AT","21UVQ",8
"L32495",48.75,-91.616667,"ON","ON","15UXQ",12
"L32496",49.135,-122.304,"BC","BC","10UEV",5
"L32497",44.18333,-81.633333,"ON","ON","17TMJ",13
"L32498",49.11667,-85.833333,"ON","ON","16UEV",8
"L32084",45.24336,-78.890877,"ON","ON","17TPL",12
"L32085",42.965,-81.237,"ON","ON","17TMH",13
"L32500",44.05,-79.442,"ON","ON","17TPJ",13
"L32088",49.5,-119.58333,"BC","BC","11ULQ",9
"L32089",43.79,-79.41,"ON","ON","17TPJ",13
"L32090",44.5,-77.466667,"ON","ON","18TUQ",12
"L32501",43.41667,-80.583333,"ON","ON","17TNJ",13
"L32517",44.03333,-77.733333,"ON","ON","18TTP",13
"L32092",43.03333,-82.15,"ON","ON","17TMH",13
"L32518",49.76667,-119.73333,"BC","BC","11ULR",9
"L32519",45.21667,-74.766667,"ON","ON","18TWR",13
"L32520",42.93333,-81.75,"ON","ON","17TMH",13
"L32094",45.618,-73.863,"QC","QC","18TWR",13
"L32521",49.01667,-88.266667,"ON","ON","16UDV",8
"L32522",43.762,-79.198,"ON","ON","17TPJ",13
"L32095",48.787,-123.283,"BC","BC","10UDV",5
"L32523",44.81667,-77.183333,"ON","ON","18TUQ",12
"L32097",48.71667,-94.483333,"ON","ON","15TUP",12
"L32525",43.758,-79.324,"ON","ON","17TPJ",13
"L32112",45.13333,-76.15,"ON","ON","18TVQ",13
"L32527",44.35,-79.033333,"ON","ON","17TPK",13
"L32114",44.3,-81.266667,"ON","ON","17TMK",13
"L32528",43.03333,-82.15,"ON","ON","17TMH",13
"L32529",43.911,-78.871,"ON","ON","17TPJ",13
"L32115",46.862,-71.28,"QC","QC","19TCM",13
"L32544",43.96667,-78.166667,"ON","ON","17TQJ",13
"L32545",44.2,-78.383333,"ON","ON","17TQJ",13
"L32546",44.43333,-79.15,"ON","ON","17TPK",13
"L32547",46.5,-80.933333,"ON","ON","17TNM",12
"L32116",43.782,-79.305,"ON","ON","17TPJ",13
"L32582",45.58333,-61.916667,"NS","AT","20TNR",14
"L32151",45.467,-65.888,"NB","AT","20TKR",14
"L32659",49.135,-122.304,"BC","BC","10UEV",5
"L32233",50.932,-114.108,"AB","PR","11UQS",11
"L32234",43.46667,-80.75,"ON","ON","17TNJ",13
"L32660",44.2,-79.266667,"ON","ON","17TPJ",13
"L32235",50.993,-114.04,"AB","PR","11UQS",11
"L32661",48.787,-123.283,"BC","BC","10UDV",5
"L32236",45.468,-75.54,"ON","ON","18TVR",13
"L32662",43.868,-79.034,"ON","ON","17TPJ",13
"L32252",45.35,-75.35,"ON","ON","18TVR",13
"L32663",43.03333,-80.883333,"ON","ON","17TNH",13
"L32664",43.762,-79.198,"ON","ON","17TPJ",13
"L32665",46.398,-63.789,"PE","AT","20TMS",14
