"loc_id","latitude","longitude","Prov","region","BlockCode","bcr"
"L845432",49.8673,-97.31125,"MB","PR","14UPA",11
"L829549",60.05212,-128.8307,"YT","North","09VWG",4
"L832529",43.42626,-81.34911,"ON","ON","17TMJ",13
"L980980",45.40657,-73.94889,"QC","QC","18TWR",13
"L829610",42.88464,-80.07696,"ON","ON","17TNH",13
"L845271",45.4497,-75.59103,"ON","ON","18TVR",13
"L837710",44.55225,-80.46293,"ON","ON","17TNK",13
"L846678",44.82568,-80.04089,"ON","ON","17TNK",13
"L847042",46.44688,-81.04045,"ON","ON","17TMM",12
"L855756",45.23457,-74.76647,"ON","ON","18TWR",13
"L856923",44.29624,-78.46509,"ON","ON","17TQK",13
"L846683",43.21537,-79.8359,"ON","ON","17TNH",13
"L863143",54.26173,-110.7306,"AB","PR","12UWF",6
"L980981",45.50241,-73.681,"QC","QC","18TXR",13
"L858756",43.37585,-79.75662,"ON","ON","17TPJ",13
"L866494",44.26617,-76.6214,"ON","ON","18TUQ",13
"L980982",51.52975,-120.8816,"BC","BC","10UFC",10
"L475399",44.52774,-80.87622,"ON","ON","17TNK",13
"L466257",44.52858,-80.88049,"ON","ON","17TNK",13
"L363859",45.46507,-74.14943,"QC","QC","18TWR",13
"L970938",45.3722,-74.46799,"ON","ON","18TWR",13
"L788358",53.91218,-122.7863,"BC","BC","10UEE",10
"L363860",42.63253,-80.46632,"ON","ON","17TNH",13
"L485575",48.37591,-89.28562,"ON","ON","16TCU",12
"L485580",48.10674,-89.85306,"ON","ON","16TBU",12
"L802564",44.36286,-78.75541,"ON","ON","17TPK",13
"L272819",43.83013,-79.63195,"ON","ON","17TPJ",13
"L384985",43.49615,-80.49761,"ON","ON","17TNJ",13
"L503830",43.02095,-81.2867,"ON","ON","17TMH",13
"L503837",43.02095,-81.2867,"ON","ON","17TMH",13
"L460195",45.98127,-81.93394,"ON","ON","17TML",13
"L981153",44.94968,-75.61704,"ON","ON","18TVQ",13
"L363861",44.01827,-77.73364,"ON","ON","18TTP",13
"L807193",45.05752,-79.33545,"ON","ON","17TPK",12
"L477758",49.86697,-97.36833,"MB","PR","14UPA",11
"L363862",44.95236,-78.28292,"ON","ON","17TQK",12
"L619274",44.13796,-79.45073,"ON","ON","17TPJ",13
"L275180",43.18343,-80.37485,"ON","ON","17TNH",13
"L467044",44.59273,-76.40953,"ON","ON","18TUQ",12
"L611982",44.77542,-76.64242,"ON","ON","18TUQ",12
"L597287",43.97002,-79.25355,"ON","ON","17TPJ",13
"L467372",46.50529,-84.28033,"ON","ON","16TGS",12
"L460196",44.30331,-78.3311,"ON","ON","17TQK",13
"L355617",43.22898,-79.90485,"ON","ON","17TNH",13
"L980983",42.95997,-81.34502,"ON","ON","17TMH",13
"L363863",44.71823,-76.93406,"ON","ON","18TUQ",12
"L623893",43.42176,-79.68727,"ON","ON","17TPJ",13
"L354899",42.6663,-80.55102,"ON","ON","17TNH",13
"L808827",43.87581,-78.9267,"ON","ON","17TPJ",13
"L273216",42.59346,-80.52066,"ON","ON","17TNH",13
"L597288",42.86091,-80.72304,"ON","ON","17TNH",13
"L597289",45.19367,-76.33405,"ON","ON","18TUR",12
"L354490",42.96013,-81.29206,"ON","ON","17TMH",13
"L356277",42.96013,-81.29206,"ON","ON","17TMH",13
"L597290",46.08988,-73.34912,"QC","QC","18TXS",13
"L612534",46.72584,-81.00613,"ON","ON","17TMM",12
"L274828",46.97545,-70.55128,"QC","QC","19TCN",13
"L274529",45.2713,-75.76464,"ON","ON","18TVR",13
"L803435",47.50103,-72.68756,"QC","QC","18TXT",12
"L980984",45.01667,-79.61667,"ON","ON","17TPK",12
"L281694",44.2495,-81.59434,"ON","ON","17TMJ",13
"L460197",46.87701,-71.32352,"QC","QC","19TCM",13
"L460198",42.82294,-80.29593,"ON","ON","17TNH",13
"L386822",42.86018,-80.73279,"ON","ON","17TNH",13
"L276083",42.61097,-80.46073,"ON","ON","17TNH",13
"L611021",42.8233,-80.28963,"ON","ON","17TNH",13
"L597292",44.52903,-78.74935,"ON","ON","17TPK",13
"L353758",42.04525,-82.73621,"ON","ON","17TLG",13
"L788359",44.86755,-75.31684,"ON","ON","18TVQ",13
"L470966",51.01963,-114.1036,"AB","PR","11UQS",11
"L808057",54.76109,-127.1101,"BC","BC","09UXA",10
"L788360",50.26819,-119.257,"BC","BC","11ULR",9
"L356253",45.80107,-74.04535,"QC","QC","18TWR",12
"L612194",56.72941,-111.3719,"AB","PR","12UVH",6
"L375599",45.43129,-72.71227,"QC","QC","18TXR",13
"L354896",45.41519,-72.6886,"QC","QC","18TXR",13
"L358975",45.4285,-73.86353,"QC","QC","18TWR",13
"L691552",53.35219,-113.7222,"AB","PR","12UUE",11
"L980985",49.684,-124.931,"BC","BC","10UCA",5
"L597293",45.40518,-63.21901,"NS","AT","20TMR",14
"L363866",44.71311,-79.94935,"ON","ON","17TNK",13
"L460200",43.21392,-80.11611,"ON","ON","17TNH",13
"L277795",55.76667,-120.2333,"BC","BC","10UFG",6
"L788361",53.28635,-104.1948,"SK","PR","13UEV",6
"L597294",44.41329,-76.01722,"ON","ON","18TVQ",13
"L276534",49.49489,-115.7629,"BC","BC","11UNQ",10
"L615319",47.654,-79.97352,"ON","ON","17TNN",12
"L611139",49.18379,-122.5592,"BC","BC","10UEV",5
"L359991",45.69083,-62.05078,"NS","AT","20TNR",14
"L353559",44.43648,-81.38131,"ON","ON","17TMK",13
"L807148",45.12039,-78.65269,"ON","ON","17TPK",12
"L306274",43.5511,-80.25906,"ON","ON","17TNJ",13
"L363867",43.74718,-79.83378,"ON","ON","17TNJ",13
"L363868",46.37325,-82.6192,"ON","ON","17TLM",12
"L788362",46.37406,-82.65164,"ON","ON","17TLM",12
"L980913",46.37837,-82.67294,"ON","ON","17TLM",12
"L597295",45.51856,-76.93407,"ON","ON","18TUR",13
"L460201",44.13426,-81.15008,"ON","ON","17TMJ",13
"L612725",49.41642,-123.3147,"BC","BC","10UDV",5
"L363869",44.55378,-65.6503,"NS","AT","20TKQ",14
"L597296",44.84479,-65.30062,"NS","AT","20TLQ",14
"L980986",43.67465,-79.38603,"ON","ON","17TPJ",13
"L274617",46.7867,-71.26453,"QC","QC","19TCM",13
"L807221",44.21371,-79.58496,"ON","ON","17TPJ",13
"L981154",43.69383,-79.2754,"ON","ON","17TPJ",13
"L470925",46.08002,-64.80577,"NB","AT","20TLS",14
"L610318",49.48642,-104.2472,"SK","PR","13UEQ",11
"L788363",44.37047,-64.50401,"NS","AT","20TLQ",14
"L788364",44.55561,-80.95154,"ON","ON","17TNK",13
"L610208",50.12906,-122.967,"BC","BC","10UEA",5
"L363871",43.21392,-80.11611,"ON","ON","17TNH",13
"L273422",49.26603,-122.9016,"BC","BC","10UEV",5
"L463831",49.16701,-121.9366,"BC","BC","10UEV",5
"L835629",52.95029,-104.2946,"SK","PR","13UEU",6
"L273797",44.78427,-76.77177,"ON","ON","18TUQ",12
"L460202",44.73629,-76.85073,"ON","ON","18TUQ",12
"L274780",45.14066,-76.15339,"ON","ON","18TVQ",13
"L363872",46.33715,-79.48052,"ON","ON","17TPM",12
"L597297",50.855,-120.2661,"BC","BC","10UFB",9
"L788365",50.69546,-120.3238,"BC","BC","10UFB",9
"L460203",43.79886,-80.31622,"ON","ON","17TNJ",13
"L593972",53.24837,-107.4425,"SK","PR","13UCV",6
"L363873",43.14163,-80.25136,"ON","ON","17TNH",13
"L460204",49.85651,-119.5412,"BC","BC","11ULR",9
"L981155",47.51129,-79.66587,"ON","ON","17TPN",12
"L788366",44.10585,-79.13951,"ON","ON","17TPJ",13
"L806096",42.8535,-80.49786,"ON","ON","17TNH",13
"L365202",49.86848,-97.18148,"MB","PR","14UPA",11
"L357504",45.40918,-75.70559,"ON","ON","18TVR",13
"L460205",49.86277,-97.16635,"MB","PR","14UPA",11
"L801922",45.83287,-66.67448,"NB","AT","19TFL",14
"L464714",44.75943,-80.889,"ON","ON","17TNK",13
"L363875",47.98115,-84.78248,"ON","ON","16TFU",8
"L611881",43.67457,-79.43837,"ON","ON","17TPJ",13
"L488253",43.01635,-79.25918,"ON","ON","17TPH",13
"L285319",45.74632,-82.04444,"ON","ON","17TML",13
"L460206",44.08178,-80.20251,"ON","ON","17TNJ",13
"L490531",49.704,-124.9599,"BC","BC","10UCA",5
"L460207",45.55435,-79.21585,"ON","ON","17TPL",12
"L358643",42.62687,-80.45084,"ON","ON","17TNH",13
"L466860",42.62549,-80.45047,"ON","ON","17TNH",13
"L474377",42.80397,-80.35778,"ON","ON","17TNH",13
"L616508",42.62813,-80.4547,"ON","ON","17TNH",13
"L788367",43.1571,-80.27609,"ON","ON","17TNH",13
"L597298",46.25867,-81.76143,"ON","ON","17TMM",12
"L460208",48.36597,-89.35219,"ON","ON","16TCU",12
"L354222",46.20217,-82.73452,"ON","ON","17TLM",12
"L613677",46.23932,-82.90708,"ON","ON","17TLM",12
"L366498",44.26167,-76.44905,"ON","ON","18TUQ",13
"L509893",43.35174,-80.29954,"ON","ON","17TNJ",13
"L480203",60.68394,-137.4609,"YT","North","08VLN",4
"L460209",51.03424,-114.0798,"AB","PR","11UQS",11
"L513501",51.02801,-114.0681,"AB","PR","11UQS",11
"L275387",53.55875,-113.3944,"AB","PR","12UUE",11
"L279527",45.77806,-82.11525,"ON","ON","17TML",13
"L353731",43.37822,-80.9764,"ON","ON","17TNJ",13
"L477089",42.26681,-83.01132,"ON","ON","17TLG",13
"L355368",43.47285,-79.64251,"ON","ON","17TPJ",13
"L275274",42.93079,-80.29821,"ON","ON","17TNH",13
"L273713",44.00257,-77.15421,"ON","ON","18TUP",13
"L621507",43.87852,-79.72072,"ON","ON","17TPJ",13
"L630938",44.57592,-78.02696,"ON","ON","17TQK",12
"L803491",53.50852,-107.0622,"SK","PR","13UCV",6
"L275173",46.61071,-73.85417,"QC","QC","18TWS",12
"L633456",43.02841,-81.25725,"ON","ON","17TMH",13
"L597299",50.70179,-119.2798,"BC","BC","11ULS",9
"L788368",50.78031,-119.3342,"BC","BC","11ULS",9
"L274443",51.24279,-114.4505,"AB","PR","11UPS",11
"L460210",55.32202,-123.1669,"BC","BC","10UDG",10
"L788369",54.01205,-123.0754,"BC","BC","10UDE",10
"L803711",43.3432,-79.84644,"ON","ON","17TNH",13
"L621879",44.0723,-79.44277,"ON","ON","17TPJ",13
"L597300",45.43514,-72.20159,"QC","QC","18TYR",14
"L788370",46.76264,-71.27001,"QC","QC","19TCM",13
"L363881",45.37648,-71.84834,"QC","QC","19TBL",14
"L597301",42.61924,-80.45245,"ON","ON","17TNH",13
"L788371",46.10637,-80.56204,"ON","ON","17TNM",12
"L283210",44.4122,-81.4492,"ON","ON","17TMK",13
"L460211",44.45046,-81.40024,"ON","ON","17TMK",13
"L358901",45.38669,-73.92163,"QC","QC","18TWR",13
"L980988",42.59432,-82.18393,"ON","ON","17TMH",13
"L272904",43.78882,-79.38555,"ON","ON","17TPJ",13
"L282255",46.41224,-80.99115,"ON","ON","17TNM",12
"L617891",44.58944,-78.69028,"ON","ON","17TPK",13
"L828776",43.86564,-79.41923,"ON","ON","17TPJ",13
"L465574",49.23993,-124.0341,"BC","BC","10UDV",5
"L363883",47.07073,-67.3929,"NB","AT","19TFN",14
"L472540",42.80472,-80.37357,"ON","ON","17TNH",13
"L275335",45.31516,-75.72989,"ON","ON","18TVR",13
"L354721",45.31516,-75.72989,"ON","ON","18TVR",13
"L354722",45.31516,-75.72989,"ON","ON","18TVR",13
"L482624",42.85999,-80.23504,"ON","ON","17TNH",13
"L482653",42.86099,-80.23264,"ON","ON","17TNH",13
"L632566",45.05952,-79.30296,"ON","ON","17TPK",12
"L815564",45.42367,-75.75576,"QC","QC","18TVR",12
"L981156",48.79267,-88.5342,"ON","ON","16UCV",8
"L465496",43.91116,-78.87177,"ON","ON","17TPJ",13
"L363885",44.24578,-76.5327,"ON","ON","18TUQ",13
"L470455",49.00754,-88.26927,"ON","ON","16UDV",8
"L363886",45.85962,-64.37505,"NB","AT","20TLR",14
"L464953",44.27015,-76.38424,"ON","ON","18TUQ",13
"L597302",43.51658,-80.22278,"ON","ON","17TNJ",13
"L170056",51.09505,-114.1224,"AB","PR","11UQS",11
"L610538",44.65691,-63.48061,"NS","AT","20TMQ",14
"L19973",44.58333,-75.68333,"ON","ON","18TVQ",13
"L513109",43.92059,-79.45699,"ON","ON","17TPJ",13
"L618428",44.29535,-64.32186,"NS","AT","20TLQ",14
"L597303",44.90272,-76.25328,"ON","ON","18TVQ",12
"L363888",49.14442,-125.9086,"BC","BC","10UBV",5
"L612976",43.95761,-78.14826,"ON","ON","17TQJ",13
"L802403",49.12087,-121.8898,"BC","BC","10UEV",5
"L467683",45.8052,-66.18512,"NB","AT","19TGL",14
"L831247",50.42823,-104.6222,"SK","PR","13UER",11
"L474282",53.90125,-122.5905,"BC","BC","10UEE",10
"L489790",45.77053,-76.99843,"ON","ON","18TUR",13
"L460214",45.55171,-77.41861,"ON","ON","18TUR",12
"L797504",44.06419,-79.46617,"ON","ON","17TPJ",13
"L363890",44.09453,-79.78261,"ON","ON","17TNJ",13
"L846702",46.36947,-82.62046,"ON","ON","17TLM",12
"L272578",53.53333,-113.9167,"AB","PR","12UUE",11
"L363891",43.35316,-79.76586,"ON","ON","17TPJ",13
"L420639",49.78825,-118.1454,"BC","BC","11UMR",10
"L363892",43.38851,-79.81494,"ON","ON","17TNJ",13
"L840322",46.29355,-81.75431,"ON","ON","17TMM",12
"L275163",45.99064,-81.49173,"ON","ON","17TML",12
"L363894",45.77381,-79.39917,"ON","ON","17TPL",12
"L469096",46.11133,-62.67288,"PE","AT","20TNS",14
"L275826",51.21638,-102.471,"SK","PR","13UFS",11
"L723043",50.70967,-113.87,"AB","PR","12UTB",11
"L980989",44.53325,-80.61854,"ON","ON","17TNK",13
"L281077",48.59455,-80.64643,"ON","ON","17TNP",8
"L363896",44.21714,-80.63306,"ON","ON","17TNJ",13
"L355751",43.295,-81.77574,"ON","ON","17TMH",13
"L621115",49.28674,-123.0507,"BC","BC","10UDV",5
"L460215",48.60671,-123.418,"BC","BC","10TDU",5
"L597304",49.82753,-94.46799,"ON","ON","15UUR",12
"L788372",43.41333,-80.03274,"ON","ON","17TNJ",13
"L284998",50.4328,-104.6215,"SK","PR","13UER",11
"L272488",56.69143,-111.3544,"AB","PR","12UVH",6
"L469036",43.3347,-79.90552,"ON","ON","17TNH",13
"L275114",51.16129,-91.58274,"ON","ON","15UWS",8
"L616393",51.48512,-90.16428,"ON","ON","15UXT",8
"L807056",44.95204,-78.02306,"ON","ON","17TQK",12
"L460216",44.26805,-79.0659,"ON","ON","17TPK",13
"L614059",48.42056,-123.332,"BC","BC","10TDU",5
"L367042",44.52882,-78.73301,"ON","ON","17TPK",13
"L617737",44.58944,-78.69028,"ON","ON","17TPK",13
"L473271",44.22388,-76.58034,"ON","ON","18TUP",13
"L980990",45.26295,-71.96666,"QC","QC","19TBL",14
"L460217",49.88172,-118.0675,"BC","BC","11UMR",10
"L799616",43.41739,-80.69551,"ON","ON","17TNJ",13
"L597305",45.3671,-74.49964,"ON","ON","18TWR",13
"L472768",48.7761,-123.2539,"BC","BC","10UDV",5
"L788373",42.82888,-79.93271,"ON","ON","17TNH",13
"L788374",42.31222,-83.03399,"ON","ON","17TLG",13
"L275805",44.36621,-79.68295,"ON","ON","17TPK",13
"L374108",44.22601,-80.03188,"ON","ON","17TNJ",13
"L612604",49.55158,-119.5614,"BC","BC","11ULQ",9
"L460218",43.37529,-79.74402,"ON","ON","17TPJ",13
"L363897",43.4767,-79.63696,"ON","ON","17TPJ",13
"L363898",42.69867,-80.41003,"ON","ON","17TNH",13
"L360770",46.2511,-66.72134,"NB","AT","19TFM",14
"L363899",45.3535,-75.64655,"ON","ON","18TVR",13
"L597306",45.65307,-75.59806,"QC","QC","18TVR",12
"L788375",46.99398,-71.36545,"QC","QC","19TCN",12
"L284503",44.46331,-76.1398,"ON","ON","18TVQ",13
"L363900",54.23361,-125.763,"BC","BC","10UCF",10
"L363901",45.81925,-73.89747,"QC","QC","18TWR",13
"L465130",45.46217,-75.52931,"ON","ON","18TVR",13
"L460219",53.22123,-114.9715,"AB","PR","11UPU",6
"L810439",49.12279,-121.9749,"BC","BC","10UEV",5
"L621432",44.44932,-76.3593,"ON","ON","18TUQ",13
"L276650",43.34102,-79.77278,"ON","ON","17TNH",13
"L611667",49.23442,-123.98,"BC","BC","10UDV",5
"L467644",44.76197,-81.09369,"ON","ON","17TMK",13
"L465847",49.88044,-97.16858,"MB","PR","14UPA",11
"L460220",43.29938,-81.55033,"ON","ON","17TMH",13
"L610372",48.44142,-123.3089,"BC","BC","10TDU",5
"L366470",50.05781,-97.97212,"MB","PR","14UNA",11
"L980991",51.29534,-116.9643,"BC","BC","11UNS",10
"L470054",50.42733,-104.5646,"SK","PR","13UER",11
"L597307",46.94693,-65.81487,"NB","AT","20TKT",14
"L612583",44.36722,-79.67102,"ON","ON","17TPK",13
"L802670",44.36743,-79.67117,"ON","ON","17TPK",13
"L788376",44.22771,-76.50201,"ON","ON","18TUP",13
"L597308",48.78577,-80.68307,"ON","ON","17UNQ",8
"L354228",44.96383,-63.9309,"NS","AT","20TMQ",14
"L597309",45.44349,-73.26849,"QC","QC","18TXR",13
"L597310",44.28318,-81.53365,"ON","ON","17TMK",13
"L276154",45.4609,-73.63824,"QC","QC","18TXR",13
"L363827",45.4203,-73.88518,"QC","QC","18TWR",13
"L980992",46.37076,-82.6704,"ON","ON","17TLM",12
"L280732",48.66784,-123.6171,"BC","BC","10TDU",5
"L460223",45.77381,-79.39917,"ON","ON","17TPL",12
"L460224",43.46601,-80.50866,"ON","ON","17TNJ",13
"L460225",49.50868,-117.2717,"BC","BC","11UMQ",10
"L460226",48.4089,-89.50061,"ON","ON","16TCU",12
"L363905",42.73306,-81.41691,"ON","ON","17TMH",13
"L803880",46.28381,-79.31511,"ON","ON","17TPM",12
"L273470",46.28832,-79.45448,"ON","ON","17TPM",12
"L799143",46.22808,-79.37617,"ON","ON","17TPM",12
"L809499",49.67855,-124.9367,"BC","BC","10UCA",5
"L620213",50.63914,-99.94617,"MB","PR","14UMB",6
"L358804",44.26967,-64.36735,"NS","AT","20TLQ",14
"L803313",44.3182,-64.33559,"NS","AT","20TLQ",14
"L468556",44.66667,-63.57084,"NS","AT","20TMQ",14
"L611283",44.6715,-63.55938,"NS","AT","20TMQ",14
"L467672",45.04867,-78.4908,"ON","ON","17TPK",12
"L597311",49.71242,-123.1538,"BC","BC","10UDA",5
"L660961",44.66951,-63.53831,"NS","AT","20TMQ",14
"L467123",44.03726,-77.74097,"ON","ON","18TTP",13
"L597312",49.09961,-122.6749,"BC","BC","10UEV",5
"L788377",46.68552,-71.33826,"QC","QC","19TCM",13
"L274593",49.0058,-123.8316,"BC","BC","10UDV",5
"L293429",48.99174,-123.831,"BC","BC","10UDV",5
"L358207",48.59146,-123.4267,"BC","BC","10TDU",5
"L471828",48.47448,-123.3684,"BC","BC","10TDU",5
"L612815",49.61627,-119.675,"BC","BC","11ULQ",9
"L354588",49.09879,-117.6605,"BC","BC","11UMQ",10
"L980993",50.68449,-120.298,"BC","BC","10UFB",9
"L622562",50.58749,-127.0735,"BC","BC","09UXS",5
"L363907",45.4088,-75.64766,"ON","ON","18TVR",13
"L469497",52.10089,-106.6509,"SK","PR","13UCT",11
"L286397",43.14947,-80.72522,"ON","ON","17TNH",13
"L817445",51.07314,-115.3616,"AB","PR","11UPS",10
"L806919",50.46141,-115.9867,"BC","BC","11UNR",10
"L363908",47.83572,-69.15008,"QC","QC","19TDN",14
"L466045",45.03678,-78.5586,"ON","ON","17TPK",12
"L597314",46.23014,-83.86517,"ON","ON","17TKM",12
"L345429",43.95106,-79.83816,"ON","ON","17TNJ",13
"L355507",49.28942,-123.019,"BC","BC","10UDV",5
"L466887",45.0711,-64.19101,"NS","AT","20TMQ",14
"L363910",44.39356,-64.51395,"NS","AT","20TLQ",14
"L460227",45.25327,-66.10618,"NB","AT","19TGL",14
"L788378",45.38119,-75.66423,"ON","ON","18TVR",13
"L980994",42.76695,-80.78317,"ON","ON","17TNH",13
"L275041",42.76819,-80.30568,"ON","ON","17TNH",13
"L356940",49.29502,-124.7799,"BC","BC","10UCV",5
"L802608",50.10756,-120.7947,"BC","BC","10UFA",9
"L363911",44.87998,-81.32488,"ON","ON","17TMK",13
"L388992",43.56752,-79.76838,"ON","ON","17TNJ",13
"L788379",43.56774,-79.76863,"ON","ON","17TNJ",13
"L801858",43.42321,-79.84548,"ON","ON","17TNJ",13
"L465926",53.03662,-122.6171,"BC","BC","10UED",10
"L460228",46.70547,-84.38285,"ON","ON","16TGS",12
"L473685",45.46337,-75.59855,"ON","ON","18TVR",13
"L276145",43.15088,-79.2372,"ON","ON","17TPH",13
"L276074",43.95831,-79.51059,"ON","ON","17TPJ",13
"L468880",43.84394,-66.13375,"NS","AT","19TGJ",14
"L826912",49.835,-97.12546,"MB","PR","14UPA",11
"L981157",43.94503,-78.29068,"ON","ON","17TQJ",13
"L465782",43.85208,-79.44188,"ON","ON","17TPJ",13
"L614100",43.83175,-79.59119,"ON","ON","17TPJ",13
"L842092",45.43701,-62.01782,"NS","AT","20TNR",14
"L353547",45.39328,-75.7602,"ON","ON","18TVR",12
"L788380",43.74718,-79.83378,"ON","ON","17TNJ",13
"L363915",46.19475,-74.63088,"QC","QC","18TWS",12
"L464024",43.2033,-79.22833,"ON","ON","17TPH",13
"L597315",54.51202,-128.6099,"BC","BC","09UWA",5
"L801025",45.35735,-73.93593,"QC","QC","18TWR",13
"L355446",43.54939,-80.24929,"ON","ON","17TNJ",13
"L363917",42.20408,-82.71738,"ON","ON","17TLG",13
"L363918",43.54946,-80.25009,"ON","ON","17TNJ",13
"L610374",43.95439,-80.81045,"ON","ON","17TNJ",13
"L471757",42.75483,-80.27148,"ON","ON","17TNH",13
"L824857",44.36061,-79.6639,"ON","ON","17TPK",13
"L469866",50.20503,-119.1357,"BC","BC","11ULR",9
"L365762",42.84407,-79.76272,"ON","ON","17TPH",13
"L597316",44.61164,-75.68044,"ON","ON","18TVQ",13
"L460229",49.35108,-117.6839,"BC","BC","11UMQ",10
"L807090",49.68241,-124.9995,"BC","BC","10UCA",5
"L355488",44.32371,-76.96829,"ON","ON","18TUQ",13
"L468364",48.63109,-123.4604,"BC","BC","10TDU",5
"L363920",50.33724,-113.7672,"AB","PR","12UUA",11
"L355378",54.7553,-101.8956,"SK","PR","14ULF",8
"L468718",54.32431,-130.3015,"BC","BC","09UVA",5
"L296068",43.33368,-79.8019,"ON","ON","17TNH",13
"L274489",49.98623,-125.2428,"BC","BC","10UCA",5
"L460230",50.71312,-97.05262,"MB","PR","14UPB",6
"L356419",44.60015,-79.04157,"ON","ON","17TPK",13
"L513121",46.75648,-71.36003,"QC","QC","19TCM",13
"L610964",53.53033,-113.4575,"AB","PR","12UUE",11
"L353532",49.86556,-97.29713,"MB","PR","14UPA",11
"L801154",49.68587,-124.9964,"BC","BC","10UCA",5
"L811963",50.07992,-119.3681,"BC","BC","11ULR",9
"L803041",44.86061,-75.67829,"ON","ON","18TVQ",13
"L807096",43.45382,-80.55371,"ON","ON","17TNJ",13
"L272696",50.21953,-119.2632,"BC","BC","11ULR",9
"L463937",46.44566,-75.00692,"QC","QC","18TVS",12
"L460231",45.31801,-79.22443,"ON","ON","17TPL",12
"L460232",45.32349,-79.21621,"ON","ON","17TPL",12
"L818499",43.78398,-79.93155,"ON","ON","17TNJ",13
"L363922",45.92642,-74.9141,"QC","QC","18TWR",12
"L274458",51.46775,-112.776,"AB","PR","12UUC",11
"L464015",51.47966,-112.7909,"AB","PR","12UUC",11
"L807926",49.0115,-122.745,"BC","BC","10UEV",5
"L273390",49.08462,-117.7963,"BC","BC","11UMQ",10
"L363923",43.768,-79.42086,"ON","ON","17TPJ",13
"L460233",50.55961,-99.05394,"MB","PR","14UMB",11
"L273631",46.74533,-71.35051,"QC","QC","19TCM",13
"L350318",48.67609,-123.4214,"BC","BC","10TDU",5
"L361870",42.29839,-82.91365,"ON","ON","17TLG",13
"L273743",43.95161,-78.31412,"ON","ON","17TQJ",13
"L788381",43.53247,-79.62945,"ON","ON","17TPJ",13
"L277750",43.71484,-79.76981,"ON","ON","17TNJ",13
"L275749",43.33484,-80.32607,"ON","ON","17TNH",13
"L475946",46.37939,-79.27065,"ON","ON","17TPM",12
"L363924",46.66673,-64.77279,"NB","AT","20TLS",14
"L354764",43.71702,-79.63963,"ON","ON","17TPJ",13
"L276027",53.18294,-105.771,"SK","PR","13UDU",6
"L597317",50.54075,-119.1291,"BC","BC","11ULS",9
"L614408",50.60024,-119.1053,"BC","BC","11ULS",10
"L272720",44.58064,-77.82689,"ON","ON","18TTQ",12
"L359670",44.40313,-79.59972,"ON","ON","17TPK",13
"L814819",48.11096,-80.10345,"ON","ON","17TNP",12
"L788382",44.94928,-65.06739,"NS","AT","20TLQ",14
"L612634",50.45135,-104.55,"SK","PR","13UER",11
"L285829",43.37442,-80.68655,"ON","ON","17TNJ",13
"L468043",45.47779,-71.95802,"QC","QC","19TBL",14
"L817904",45.45055,-72.07144,"QC","QC","18TYR",14
"L511552",52.26839,-113.8008,"AB","PR","12UUC",11
"L353703",47.54546,-52.73307,"NL","AT","22TCT",8
"L298988",45.48866,-75.50589,"ON","ON","18TVR",13
"L356906",44.23333,-76.48333,"ON","ON","18TUP",13
"L363925",44.24192,-76.49401,"ON","ON","18TUP",13
"L478477",43.87878,-80.0702,"ON","ON","17TNJ",13
"L614817",49.03998,-122.3283,"BC","BC","10UEV",5
"L363926",49.97178,-98.31217,"MB","PR","14UNA",11
"L788383",48.06106,-66.37751,"NB","AT","19TFP",14
"L806757",54.04205,-128.654,"BC","BC","09UWV",5
"L460234",45.30653,-71.50932,"QC","QC","19TCL",14
"L615718",49.15894,-121.9459,"BC","BC","10UEV",5
"L468941",49.27475,-117.6437,"BC","BC","11UMQ",10
"L980995",43.4471,-80.08279,"ON","ON","17TNJ",13
"L276037",45.44682,-73.85563,"QC","QC","18TWR",13
"L815347",45.43856,-73.85753,"QC","QC","18TWR",13
"L365414",49.24091,-122.6294,"BC","BC","10UEV",5
"L273766",46.20205,-63.05689,"PE","AT","20TMS",14
"L371710",43.24043,-79.9335,"ON","ON","17TNH",13
"L363927",44.74361,-79.90253,"ON","ON","17TNK",13
"L810109",47.93601,-84.82465,"ON","ON","16TFU",12
"L469734",49.19302,-119.5498,"BC","BC","11ULQ",9
"L10684541",49.17639,-122.6316,"BC","BC","10UEV",5
"L357354",48.80966,-79.19725,"QC","QC","17UPQ",8
"L622690",44.20479,-80.62527,"ON","ON","17TNJ",13
"L363229",56.67348,-111.3307,"AB","PR","12UVH",6
"L479922",56.67348,-111.3307,"AB","PR","12UVH",6
"L363928",44.50054,-81.38356,"ON","ON","17TMK",13
"L367763",55.74475,-120.2418,"BC","BC","10UFG",6
"L275993",46.30295,-72.65001,"QC","QC","18TXS",13
"L376157",49.76973,-86.54823,"ON","ON","16UEA",8
"L610974",44.46586,-80.0535,"ON","ON","17TNK",13
"L272762",45.89332,-77.28262,"ON","ON","18TUR",12
"L363929",43.74718,-79.83378,"ON","ON","17TNJ",13
"L281621",49.87118,-94.45766,"ON","ON","15UUR",12
"L460235",49.82357,-94.27063,"ON","ON","15UVR",12
"L273780",43.12318,-80.73051,"ON","ON","17TNH",13
"L597318",46.30267,-79.45404,"ON","ON","17TPM",12
"L830405",42.9501,-81.19262,"ON","ON","17TMH",13
"L273033",44.4287,-81.3882,"ON","ON","17TMK",13
"L980996",43.95726,-78.15065,"ON","ON","17TQJ",13
"L356474",53.4705,-113.5296,"AB","PR","12UUE",11
"L788384",50.13559,-101.0343,"MB","PR","14ULA",11
